ensembl_gene_id	btaurus_homolog_ensembl_gene	ggallus_homolog_ensembl_gene	ggorilla_homolog_ensembl_gene	hsapiens_homolog_ensembl_gene	mdomestica_homolog_ensembl_gene	mmulatta_homolog_ensembl_gene	oanatinus_homolog_ensembl_gene	pabelii_homolog_ensembl_gene	ppaniscus_homolog_ensembl_gene	ptroglodytes_homolog_ensembl_gene	rnorvegicus_homolog_ensembl_gene
ENSMUSG00000073913	ENSBTAG00000000351		ENSGGOG00000003236	ENSG00000277932		ENSMMUG00000007607			ENSPPAG00000026404	ENSPTRG00000051850	
ENSMUSG00000073914	ENSBTAG00000032274		ENSGGOG00000002518	ENSG00000180974	ENSMODG00000011025				ENSPPAG00000020009	ENSPTRG00000003268	ENSRNOG00000017351
ENSMUSG00000073915	ENSBTAG00000037505				ENSMODG00000011660						ENSRNOG00000017344
ENSMUSG00000073916			ENSGGOG00000022744	ENSG00000181009	ENSMODG00000011630				ENSPPAG00000039138	ENSPTRG00000003263	
ENSMUSG00000073917											ENSRNOG00000060725
ENSMUSG00000073920											ENSRNOG00000047359
ENSMUSG00000073922											ENSRNOG00000049190
ENSMUSG00000073924					ENSMODG00000022893		ENSOANG00000002378				ENSRNOG00000017252
ENSMUSG00000073925	ENSBTAG00000026922		ENSGGOG00000043003		ENSMODG00000022894						ENSRNOG00000017234
ENSMUSG00000073926	ENSBTAG00000016119				ENSMODG00000011558						ENSRNOG00000059092
ENSMUSG00000073927					ENSMODG00000022901						ENSRNOG00000017214
ENSMUSG00000073928	ENSBTAG00000002043							ENSPPYG00000003562			ENSRNOG00000017211
ENSMUSG00000073931			ENSGGOG00000002049	ENSG00000181609	ENSMODG00000011410	ENSMMUG00000042365	ENSOANG00000011042	ENSPPYG00000003570	ENSPPAG00000022237	ENSPTRG00000003252	ENSRNOG00000016993
ENSMUSG00000073932	ENSBTAG00000027651		ENSGGOG00000003018	ENSG00000187918	ENSMODG00000011363	ENSMMUG00000022206		ENSPPYG00000003571	ENSPPAG00000020650	ENSPTRG00000003250	ENSRNOG00000016964
ENSMUSG00000073937	ENSBTAG00000019544				ENSMODG00000022905						ENSRNOG00000043392
ENSMUSG00000073947					ENSMODG00000011159						ENSRNOG00000015909
ENSMUSG00000073949											ENSRNOG00000015832
ENSMUSG00000073950	ENSBTAG00000022368					ENSMMUG00000030979		ENSPPYG00000003594			ENSRNOG00000048810
ENSMUSG00000073954	ENSBTAG00000038161							ENSPPYG00000003595			ENSRNOG00000015785
ENSMUSG00000073955											ENSRNOG00000030275
ENSMUSG00000073956			ENSGGOG00000016459	ENSG00000205495						ENSPTRG00000028733	
ENSMUSG00000073962	ENSBTAG00000047714			ENSG00000176895		ENSMMUG00000030977		ENSPPYG00000003601	ENSPPAG00000015166	ENSPTRG00000003229	
ENSMUSG00000073963					ENSMODG00000023977	ENSMMUG00000038534					
ENSMUSG00000073964	ENSBTAG00000038899				ENSMODG00000023975						
ENSMUSG00000073965	ENSBTAG00000039253		ENSGGOG00000014514	ENSG00000176925		ENSMMUG00000013622		ENSPPYG00000003606	ENSPPAG00000009944	ENSPTRG00000003225	ENSRNOG00000015424
ENSMUSG00000073966								ENSPPYG00000003609			ENSRNOG00000015407
ENSMUSG00000073967	ENSBTAG00000000232		ENSGGOG00000013440	ENSG00000197428	ENSMODG00000008901	ENSMMUG00000014902		ENSPPYG00000003613		ENSPTRG00000023280	ENSRNOG00000048369
ENSMUSG00000073968	ENSBTAG00000011332		ENSGGOG00000010426	ENSG00000167333				ENSPPYG00000003614	ENSPPAG00000036079	ENSPTRG00000003219	ENSRNOG00000047229
ENSMUSG00000073969		ENSGALG00000019030				ENSMMUG00000006413			ENSPPAG00000037299		ENSRNOG00000047148
ENSMUSG00000073970											ENSRNOG00000050377
ENSMUSG00000073971	ENSBTAG00000031924		ENSGGOG00000027852	ENSG00000197790					ENSPPAG00000009716	ENSPTRG00000023535	ENSRNOG00000018497
ENSMUSG00000073972	ENSBTAG00000039467										ENSRNOG00000018501
ENSMUSG00000073973						ENSMMUG00000011203			ENSPPAG00000003625		ENSRNOG00000018508
ENSMUSG00000073974	ENSBTAG00000013683				ENSMODG00000008853						ENSRNOG00000018512
ENSMUSG00000073975	ENSBTAG00000040075				ENSMODG00000023991		ENSOANG00000010220				ENSRNOG00000018514
ENSMUSG00000073977	ENSBTAG00000012325							ENSPPYG00000003622			
ENSMUSG00000073979	ENSBTAG00000015357		ENSGGOG00000006514	ENSG00000221996					ENSPPAG00000011606	ENSPTRG00000003210	ENSRNOG00000012071
ENSMUSG00000073982	ENSBTAG00000000347	ENSGALG00000026995	ENSGGOG00000036597	ENSG00000177105	ENSMODG00000024005		ENSOANG00000008920	ENSPPYG00000003629	ENSPPAG00000008794	ENSPTRG00000028742	ENSRNOG00000020393
ENSMUSG00000073987	ENSBTAG00000007534	ENSGALG00000031130	ENSGGOG00000007739	ENSG00000137563	ENSMODG00000008291		ENSOANG00000005049	ENSPPYG00000018624	ENSPPAG00000036800	ENSPTRG00000020293	ENSRNOG00000007351
ENSMUSG00000073988	ENSBTAG00000022471	ENSGALG00000030031	ENSGGOG00000004878	ENSG00000137561	ENSMODG00000008268	ENSMMUG00000042024	ENSOANG00000005051	ENSPPYG00000018625	ENSPPAG00000039436	ENSPTRG00000020294	ENSRNOG00000007139
ENSMUSG00000073991			ENSGGOG00000005268	ENSG00000176571	ENSMODG00000029240	ENSMMUG00000001751	ENSOANG00000014357	ENSPPYG00000018727	ENSPPAG00000030579	ENSPTRG00000020401	ENSRNOG00000056330
ENSMUSG00000073997	ENSBTAG00000047344					ENSMMUG00000010688					ENSRNOG00000018078
ENSMUSG00000073998	ENSBTAG00000048088		ENSGGOG00000023922	ENSG00000171561		ENSMMUG00000010690		ENSPPYG00000003685	ENSPPAG00000043903	ENSPTRG00000004076	ENSRNOG00000030788
ENSMUSG00000074001	ENSBTAG00000006563	ENSGALG00000005292	ENSGGOG00000006103	ENSG00000157119	ENSMODG00000013585	ENSMMUG00000021244	ENSOANG00000010791	ENSPPYG00000013977	ENSPPAG00000044042	ENSPTRG00000024316	ENSRNOG00000019390
ENSMUSG00000074003	ENSBTAG00000027438	ENSGALG00000000808					ENSOANG00000001116	ENSPPYG00000003701			ENSRNOG00000015058
ENSMUSG00000074004	ENSBTAG00000047129		ENSGGOG00000000016	ENSG00000198488		ENSMMUG00000018173		ENSPPYG00000003704	ENSPPAG00000004892	ENSPTRG00000023606	ENSRNOG00000014471
ENSMUSG00000074006				ENSG00000254550							
ENSMUSG00000074030	ENSBTAG00000006111	ENSGALG00000043280	ENSGGOG00000026842	ENSG00000116903	ENSMODG00000008838	ENSMMUG00000005243	ENSOANG00000013724	ENSPPYG00000010621	ENSPPAG00000008151	ENSPTRG00000002108	ENSRNOG00000019766
ENSMUSG00000074037	ENSBTAG00000023731			ENSG00000258839							
ENSMUSG00000074063	ENSBTAG00000012508	ENSGALG00000003323	ENSGGOG00000042062	ENSG00000140961	ENSMODG00000005049	ENSMMUG00000014219	ENSOANG00000001979	ENSPPYG00000007595	ENSPPAG00000026986	ENSPTRG00000008404	ENSRNOG00000014948
ENSMUSG00000074064	ENSBTAG00000004248	ENSGALG00000005494	ENSGGOG00000008007	ENSG00000103150	ENSMODG00000014843	ENSMMUG00000009849	ENSOANG00000011336	ENSPPYG00000007594	ENSPPAG00000040926	ENSPTRG00000008403	ENSRNOG00000014522
ENSMUSG00000074071	ENSBTAG00000020514	ENSGALG00000007016	ENSGGOG00000026252	ENSG00000283597	ENSMODG00000028693	ENSMMUG00000043903		ENSPPYG00000006807	ENSPPAG00000029563	ENSPTRG00000042426	ENSRNOG00000022822
ENSMUSG00000074088	ENSBTAG00000016817	ENSGALG00000000615		ENSG00000060688	ENSMODG00000017078		ENSOANG00000011686	ENSPPYG00000001618	ENSPPAG00000017296	ENSPTRG00000000455	ENSRNOG00000012219
ENSMUSG00000074093			ENSGGOG00000015542	ENSG00000198168	ENSMODG00000027515	ENSMMUG00000020820		ENSPPYG00000003414	ENSPPAG00000042426	ENSPTRG00000024164	ENSRNOG00000037137
ENSMUSG00000074102		ENSGALG00000002372	ENSGGOG00000001037	ENSG00000259956	ENSMODG00000011903		ENSOANG00000001071		ENSPPAG00000040145	ENSPTRG00000050387	ENSRNOG00000014161
ENSMUSG00000074121	ENSBTAG00000047078		ENSGGOG00000005329	ENSG00000225950	ENSMODG00000013772				ENSPPAG00000022345	ENSPTRG00000011274	ENSRNOG00000020783
ENSMUSG00000074123											ENSRNOG00000061716
ENSMUSG00000074127											ENSRNOG00000025420
ENSMUSG00000074139	ENSBTAG00000022227		ENSGGOG00000010136	ENSG00000188313		ENSMMUG00000021755		ENSPPYG00000014187	ENSPPAG00000037351	ENSPTRG00000015499	ENSRNOG00000030551
ENSMUSG00000074141	ENSBTAG00000005766		ENSGGOG00000010229	ENSG00000104951	ENSMODG00000013380	ENSMMUG00000011627	ENSOANG00000021017	ENSPPYG00000010269	ENSPPAG00000039884	ENSPTRG00000034260	ENSRNOG00000020148
ENSMUSG00000074151	ENSBTAG00000005413	ENSGALG00000001256	ENSGGOG00000009881	ENSG00000140853	ENSMODG00000013482	ENSMMUG00000000769	ENSOANG00000013748	ENSPPYG00000007379	ENSPPAG00000035513	ENSPTRG00000048099	ENSRNOG00000048222
ENSMUSG00000074155	ENSBTAG00000015125		ENSGGOG00000001023	ENSG00000167754	ENSMODG00000006484	ENSMMUG00000013597	ENSOANG00000019769	ENSPPYG00000010301	ENSPPAG00000029264	ENSPTRG00000011362	ENSRNOG00000018831
ENSMUSG00000074170	ENSBTAG00000008625	ENSGALG00000004474	ENSGGOG00000001698	ENSG00000166289	ENSMODG00000023488	ENSMMUG00000011373	ENSOANG00000002290	ENSPPYG00000009806	ENSPPAG00000030231	ENSPTRG00000010780	ENSRNOG00000027724
ENSMUSG00000074182	ENSBTAG00000021051	ENSGALG00000008658	ENSGGOG00000001289	ENSG00000117174	ENSMODG00000025703	ENSMMUG00000013203	ENSOANG00000020156	ENSPPYG00000001191	ENSPPAG00000044095	ENSPTRG00000000917	ENSRNOG00000030049
ENSMUSG00000074194	ENSBTAG00000016721		ENSGGOG00000000606	ENSG00000173875		ENSMMUG00000016862		ENSPPYG00000009596	ENSPPAG00000042840	ENSPTRG00000010521	ENSRNOG00000023920
ENSMUSG00000074199	ENSBTAG00000005330		ENSGGOG00000000770	ENSG00000188508	ENSMODG00000013883	ENSMMUG00000002694	ENSOANG00000020412	ENSPPYG00000009864	ENSPPAG00000027931	ENSPTRG00000010845	
ENSMUSG00000074206	ENSBTAG00000006991		ENSGGOG00000001080	ENSG00000172955		ENSMMUG00000015966		ENSPPYG00000014948	ENSPPAG00000035919	ENSPTRG00000016304	
ENSMUSG00000074207	ENSBTAG00000034189							ENSPPYG00000014949			
ENSMUSG00000074211	ENSBTAG00000037461		ENSGGOG00000011289	ENSG00000205138		ENSMMUG00000048091			ENSPPAG00000004996	ENSPTRG00000029035	
ENSMUSG00000074212	ENSBTAG00000004426	ENSGALG00000014026		ENSG00000164031		ENSMMUG00000006831	ENSOANG00000013026	ENSPPYG00000014956	ENSPPAG00000034488	ENSPTRG00000016311	ENSRNOG00000060107
ENSMUSG00000074213											ENSRNOG00000061240
ENSMUSG00000074217	ENSBTAG00000016936		ENSGGOG00000002337	ENSG00000141854		ENSMMUG00000042544	ENSOANG00000002994	ENSPPYG00000009635	ENSPPAG00000021210	ENSPTRG00000010581	ENSRNOG00000005619
ENSMUSG00000074218	ENSBTAG00000014878		ENSGGOG00000003705	ENSG00000161281	ENSMODG00000025577	ENSMMUG00000000250		ENSPPYG00000010563	ENSPPAG00000043494	ENSPTRG00000010888	
ENSMUSG00000074219											ENSRNOG00000039252
ENSMUSG00000074220	ENSBTAG00000008084		ENSGGOG00000009292	ENSG00000161298		ENSMMUG00000016449		ENSPPYG00000009904	ENSPPAG00000033307	ENSPTRG00000010898	ENSRNOG00000020777
ENSMUSG00000074221						ENSMMUG00000047818		ENSPPYG00000029915	ENSPPAG00000029846	ENSPTRG00000024099	ENSRNOG00000046652
ENSMUSG00000074227	ENSBTAG00000000182		ENSGGOG00000008364	ENSG00000167642	ENSMODG00000013117	ENSMMUG00000002158	ENSOANG00000010997	ENSPPYG00000009926	ENSPPAG00000039778	ENSPTRG00000010920	ENSRNOG00000020636
ENSMUSG00000074238	ENSBTAG00000003941	ENSGALG00000028807	ENSGGOG00000009698	ENSG00000138660			ENSOANG00000009302	ENSPPYG00000015005	ENSPPAG00000029027	ENSPTRG00000052840	ENSRNOG00000024492
ENSMUSG00000074240	ENSBTAG00000016179	ENSGALG00000003978	ENSGGOG00000004340	ENSG00000141977	ENSMODG00000014899	ENSMMUG00000004283	ENSOANG00000012801	ENSPPYG00000009684	ENSPPAG00000041194	ENSPTRG00000010640	ENSRNOG00000014600
ENSMUSG00000074247		ENSGALG00000037091		ENSG00000130311	ENSMODG00000015082	ENSMMUG00000016231	ENSOANG00000000841	ENSPPYG00000009710			ENSRNOG00000039417
ENSMUSG00000074259	ENSBTAG00000046391	ENSGALG00000002000	ENSGGOG00000005059	ENSG00000175318	ENSMODG00000001901	ENSMMUG00000018756	ENSOANG00000020568	ENSPPYG00000006612	ENSPPAG00000034526	ENSPTRG00000007245	ENSRNOG00000025979
ENSMUSG00000074261	ENSBTAG00000047423		ENSGGOG00000013051	ENSG00000204978		ENSMMUG00000044915		ENSPPYG00000010019	ENSPPAG00000029508	ENSPTRG00000045049	ENSRNOG00000037798
ENSMUSG00000074264											ENSRNOG00000033529
ENSMUSG00000074269		ENSGALG00000044207	ENSGGOG00000000741	ENSG00000183324	ENSMODG00000009869	ENSMMUG00000009867	ENSOANG00000001011	ENSPPYG00000006624	ENSPPAG00000004059	ENSPTRG00000007259	ENSRNOG00000009332
ENSMUSG00000074277	ENSBTAG00000004377		ENSGGOG00000009246	ENSG00000176531	ENSMODG00000018040	ENSMMUG00000044157	ENSOANG00000002789		ENSPPAG00000028351	ENSPTRG00000011080	ENSRNOG00000055259
ENSMUSG00000074282	ENSBTAG00000026263			ENSG00000124459		ENSMMUG00000021474		ENSPPYG00000010079	ENSPPAG00000004432	ENSPTRG00000011098	ENSRNOG00000055608
ENSMUSG00000074300			ENSGGOG00000039468	ENSG00000248771					ENSPPAG00000028428	ENSPTRG00000046070	ENSRNOG00000057966
ENSMUSG00000074305	ENSBTAG00000005145	ENSGALG00000002759	ENSGGOG00000000730	ENSG00000173517	ENSMODG00000012107	ENSMMUG00000042378	ENSOANG00000007551	ENSPPYG00000006681	ENSPPAG00000033878	ENSPTRG00000007323	ENSRNOG00000042519
ENSMUSG00000074336	ENSBTAG00000020556									ENSPTRG00000033962	ENSRNOG00000018405
ENSMUSG00000074340			ENSGGOG00000005204	ENSG00000085465	ENSMODG00000001338	ENSMMUG00000003309	ENSOANG00000015429	ENSPPYG00000001034	ENSPPAG00000025014	ENSPTRG00000001097	
ENSMUSG00000074342			ENSGGOG00000005921	ENSG00000143110		ENSMMUG00000003579		ENSPPYG00000001031	ENSPPAG00000037238	ENSPTRG00000001100	
ENSMUSG00000074344	ENSBTAG00000039738		ENSGGOG00000005924	ENSG00000121933	ENSMODG00000023236	ENSMMUG00000003581		ENSPPYG00000001030	ENSPPAG00000035113	ENSPTRG00000001101	ENSRNOG00000043375
ENSMUSG00000074345	ENSBTAG00000010472		ENSGGOG00000022663	ENSG00000183578	ENSMODG00000002109	ENSMMUG00000001388	ENSOANG00000005399	ENSPPYG00000006474	ENSPPAG00000035009	ENSPTRG00000007073	ENSRNOG00000024230
ENSMUSG00000074358	ENSBTAG00000005819	ENSGALG00000006714	ENSGGOG00000011115	ENSG00000104983	ENSMODG00000021528	ENSMMUG00000008741		ENSPPYG00000010140	ENSPPAG00000030915	ENSPTRG00000039834	ENSRNOG00000013767
ENSMUSG00000074361	ENSBTAG00000037735		ENSGGOG00000016452	ENSG00000134830	ENSMODG00000007252	ENSMMUG00000009277		ENSPPYG00000010171	ENSPPAG00000023287	ENSPTRG00000041525	ENSRNOG00000049028
ENSMUSG00000074364	ENSBTAG00000021191		ENSGGOG00000002346	ENSG00000024422		ENSMMUG00000040121	ENSOANG00000031082	ENSPPYG00000010180	ENSPPAG00000039669		ENSRNOG00000011346
ENSMUSG00000074378			ENSGGOG00000000055	ENSG00000188334		ENSMMUG00000017948			ENSPPAG00000043793		ENSRNOG00000052287
ENSMUSG00000074384	ENSBTAG00000047643		ENSGGOG00000015649	ENSG00000164743		ENSMMUG00000005828		ENSPPYG00000018377		ENSPTRG00000020010	
ENSMUSG00000074397	ENSBTAG00000014606		ENSGGOG00000001177	ENSG00000176302				ENSPPYG00000003947	ENSPPAG00000040341	ENSPTRG00000004358	ENSRNOG00000029089
ENSMUSG00000074403	ENSBTAG00000046368		ENSGGOG00000037264				ENSOANG00000003719	ENSPPYG00000000921			ENSRNOG00000053081
ENSMUSG00000074405	ENSBTAG00000037582	ENSGALG00000042792		ENSG00000261221		ENSMMUG00000043621		ENSPPYG00000010425			ENSRNOG00000028628
ENSMUSG00000074406	ENSBTAG00000038034	ENSGALG00000044788	ENSGGOG00000026699	ENSG00000197483	ENSMODG00000017494	ENSMMUG00000001770			ENSPPAG00000033056	ENSPTRG00000052545	ENSRNOG00000038622
ENSMUSG00000074435											ENSRNOG00000009326
ENSMUSG00000074452	ENSBTAG00000033375		ENSGGOG00000003865	ENSG00000196844		ENSMMUG00000038587		ENSPPYG00000004038	ENSPPAG00000031155	ENSPTRG00000022862	ENSRNOG00000033981
ENSMUSG00000074454	ENSBTAG00000046937					ENSMMUG00000040163					ENSRNOG00000038128
ENSMUSG00000074457	ENSBTAG00000014204	ENSGALG00000028924	ENSGGOG00000026763	ENSG00000188643	ENSMODG00000017391	ENSMMUG00000045106		ENSPPYG00000000806	ENSPPAG00000042184	ENSPTRG00000023848	ENSRNOG00000012053
ENSMUSG00000074472											ENSRNOG00000050600
ENSMUSG00000074476	ENSBTAG00000006185		ENSGGOG00000008573	ENSG00000161888	ENSMODG00000006319	ENSMMUG00000003612	ENSOANG00000022229	ENSPPYG00000009570	ENSPPAG00000013770	ENSPTRG00000010491	ENSRNOG00000029862
ENSMUSG00000074480	ENSBTAG00000019158	ENSGALG00000014016	ENSGGOG00000004513	ENSG00000254726	ENSMODG00000016954			ENSPPYG00000000729	ENSPPAG00000016303	ENSPTRG00000030373	ENSRNOG00000058654
ENSMUSG00000074491	ENSBTAG00000013429		ENSGGOG00000006537	ENSG00000182566	ENSMODG00000027477	ENSMMUG00000022459			ENSPPAG00000035302	ENSPTRG00000010402	ENSRNOG00000054013
ENSMUSG00000074497	ENSBTAG00000032125		ENSGGOG00000027635	ENSG00000263264		ENSMMUG00000028906	ENSOANG00000002718	ENSPPYG00000009472	ENSPPAG00000031298	ENSPTRG00000048270	ENSRNOG00000056981
ENSMUSG00000074500	ENSBTAG00000030929		ENSGGOG00000043471	ENSG00000167785		ENSMMUG00000037584		ENSPPYG00000009513	ENSPPAG00000035925	ENSPTRG00000050215	
ENSMUSG00000074502				ENSG00000255009							
ENSMUSG00000074505	ENSBTAG00000004081	ENSGALG00000017229	ENSGGOG00000017065	ENSG00000165323	ENSMODG00000003108		ENSOANG00000011705		ENSPPAG00000042139	ENSPTRG00000004168	ENSRNOG00000011585
ENSMUSG00000074569	ENSBTAG00000006243	ENSGALG00000007717	ENSGGOG00000023300	ENSG00000124091	ENSMODG00000016441		ENSOANG00000009251	ENSPPYG00000011152	ENSPPAG00000031674		ENSRNOG00000021551
ENSMUSG00000074570	ENSBTAG00000014555	ENSGALG00000007744	ENSGGOG00000004217	ENSG00000087589	ENSMODG00000016439	ENSMMUG00000000073	ENSOANG00000009246	ENSPPYG00000011150	ENSPPAG00000000925	ENSPTRG00000013648	ENSRNOG00000021560
ENSMUSG00000074575	ENSBTAG00000003398	ENSGALG00000007980	ENSGGOG00000000844	ENSG00000026559	ENSMODG00000016358	ENSMMUG00000000683	ENSOANG00000008672	ENSPPYG00000011133	ENSPPAG00000032019	ENSPTRG00000013627	ENSRNOG00000054314
ENSMUSG00000074576	ENSBTAG00000007722	ENSGALG00000007986	ENSGGOG00000008999	ENSG00000124217	ENSMODG00000023246	ENSMMUG00000002758	ENSOANG00000008674	ENSPPYG00000011132	ENSPPAG00000008891	ENSPTRG00000013626	ENSRNOG00000025067
ENSMUSG00000074577	ENSBTAG00000012297	ENSGALG00000008005	ENSGGOG00000007043	ENSG00000042062	ENSMODG00000016345	ENSMMUG00000007883	ENSOANG00000008678	ENSPPYG00000011127	ENSPPAG00000033751	ENSPTRG00000013619	ENSRNOG00000010791
ENSMUSG00000074579				ENSG00000197980	ENSMODG00000027386						
ENSMUSG00000074582	ENSBTAG00000007120	ENSGALG00000004663	ENSGGOG00000001414	ENSG00000124198	ENSMODG00000016267	ENSMMUG00000019635	ENSOANG00000006403	ENSPPYG00000011109	ENSPPAG00000035013	ENSPTRG00000013597	ENSRNOG00000007485
ENSMUSG00000074591	ENSBTAG00000031346		ENSGGOG00000011489	ENSG00000206199	ENSMODG00000024756	ENSMMUG00000031534	ENSOANG00000008448	ENSPPYG00000014201	ENSPPAG00000025963	ENSPTRG00000030099	ENSRNOG00000043466
ENSMUSG00000074593											ENSRNOG00000014807
ENSMUSG00000074594			ENSGGOG00000007042	ENSG00000180205				ENSPPYG00000011063	ENSPPAG00000035545	ENSPTRG00000013554	ENSRNOG00000031380
ENSMUSG00000074595											ENSRNOG00000042526
ENSMUSG00000074596			ENSGGOG00000043047	ENSG00000101446		ENSMMUG00000039638		ENSPPYG00000011060		ENSPTRG00000013550	ENSRNOG00000052294
ENSMUSG00000074604	ENSBTAG00000021779	ENSGALG00000009803	ENSGGOG00000004989	ENSG00000085871	ENSMODG00000025529	ENSMMUG00000021999	ENSOANG00000015288	ENSPPYG00000015074	ENSPPAG00000034504	ENSPTRG00000016457	ENSRNOG00000061857
ENSMUSG00000074607	ENSBTAG00000016741	ENSGALG00000003106	ENSGGOG00000008062	ENSG00000124191	ENSMODG00000003070	ENSMMUG00000002810	ENSOANG00000014345	ENSPPYG00000011025	ENSPPAG00000028482	ENSPTRG00000013512	ENSRNOG00000008146
ENSMUSG00000074619											ENSRNOG00000061390
ENSMUSG00000074622	ENSBTAG00000003396		ENSGGOG00000001226	ENSG00000204103	ENSMODG00000000534	ENSMMUG00000004148		ENSPPYG00000011008	ENSPPAG00000021479	ENSPTRG00000030557	ENSRNOG00000016037
ENSMUSG00000074625		ENSGALG00000003550	ENSGGOG00000004403	ENSG00000124143	ENSMODG00000000418	ENSMMUG00000002745		ENSPPYG00000011002	ENSPPAG00000035531	ENSPTRG00000013490	ENSRNOG00000015359
ENSMUSG00000074627	ENSBTAG00000013737		ENSGGOG00000013511	ENSG00000101353	ENSMODG00000000337	ENSMMUG00000014380		ENSPPYG00000010981	ENSPPAG00000036111	ENSPTRG00000013470	ENSRNOG00000007341
ENSMUSG00000074628	ENSBTAG00000022005		ENSGGOG00000011327	ENSG00000101342	ENSMODG00000001289	ENSMMUG00000002089	ENSOANG00000020921	ENSPPYG00000010977	ENSPPAG00000032778	ENSPTRG00000050816	ENSRNOG00000006395
ENSMUSG00000074634	ENSBTAG00000001457	ENSGALG00000014863	ENSGGOG00000004881	ENSG00000151881	ENSMODG00000025617	ENSMMUG00000030140	ENSOANG00000008910	ENSPPYG00000015441	ENSPPAG00000000855	ENSPTRG00000016848	ENSRNOG00000027263
ENSMUSG00000074637	ENSBTAG00000011598	ENSGALG00000043460		ENSG00000181449	ENSMODG00000021292	ENSMMUG00000046147	ENSOANG00000004458	ENSPPYG00000014330	ENSPPAG00000041083	ENSPTRG00000030045	ENSRNOG00000012199
ENSMUSG00000074643	ENSBTAG00000006955	ENSGALG00000040856		ENSG00000214078	ENSMODG00000001658			ENSPPYG00000010959			
ENSMUSG00000074646	ENSBTAG00000030976		ENSGGOG00000006887	ENSG00000125975		ENSMMUG00000007344		ENSPPYG00000010955	ENSPPAG00000033452	ENSPTRG00000013441	
ENSMUSG00000074647	ENSBTAG00000006278	ENSGALG00000031906	ENSGGOG00000012107	ENSG00000125998	ENSMODG00000019691	ENSMMUG00000018210		ENSPPYG00000010950	ENSPPAG00000037890	ENSPTRG00000013437	ENSRNOG00000046772
ENSMUSG00000074651	ENSBTAG00000047087		ENSGGOG00000026647	ENSG00000234602	ENSMODG00000025403	ENSMMUG00000030102			ENSPPAG00000034025	ENSPTRG00000040660	ENSRNOG00000039588
ENSMUSG00000074652	ENSBTAG00000003512	ENSGALG00000015358		ENSG00000078814		ENSMMUG00000000227		ENSPPYG00000010945	ENSPPAG00000035729	ENSPTRG00000013428	ENSRNOG00000018997
ENSMUSG00000074653	ENSBTAG00000010679	ENSGALG00000023616	ENSGGOG00000007988	ENSG00000114248	ENSMODG00000016102	ENSMMUG00000021889	ENSOANG00000003718	ENSPPYG00000014283	ENSPPAG00000033721	ENSPTRG00000015608	ENSRNOG00000027971
ENSMUSG00000074656	ENSBTAG00000005969	ENSGALG00000033196		ENSG00000125977	ENSMODG00000002805		ENSOANG00000012907				ENSRNOG00000017447
ENSMUSG00000074657	ENSBTAG00000021336		ENSGGOG00000001996	ENSG00000155980		ENSMMUG00000011297	ENSOANG00000022130	ENSPPYG00000004695	ENSPPAG00000038022	ENSPTRG00000005139	ENSRNOG00000005299
ENSMUSG00000074665	ENSBTAG00000038412	ENSGALG00000006679	ENSGGOG00000011742	ENSG00000186191	ENSMODG00000000057	ENSMMUG00000020676	ENSOANG00000021535		ENSPPAG00000042697	ENSPTRG00000013390	ENSRNOG00000034174
ENSMUSG00000074671								ENSPPYG00000010902			ENSRNOG00000026770
ENSMUSG00000074673	ENSBTAG00000005937	ENSGALG00000006460	ENSGGOG00000011855	ENSG00000131044	ENSMODG00000023510	ENSMMUG00000000971	ENSOANG00000022776	ENSPPYG00000010896	ENSPPAG00000028770	ENSPTRG00000013367	ENSRNOG00000008596
ENSMUSG00000074676	ENSBTAG00000009206	ENSGALG00000043015	ENSGGOG00000023442	ENSG00000179772		ENSMMUG00000000969		ENSPPYG00000010894	ENSPPAG00000033162	ENSPTRG00000013363	ENSRNOG00000008529
ENSMUSG00000074678	ENSBTAG00000031254			ENSG00000180383		ENSMMUG00000005116			ENSPPAG00000030283	ENSPTRG00000013353	ENSRNOG00000036895
ENSMUSG00000074679			ENSGGOG00000024671	ENSG00000215547		ENSMMUG00000038849		ENSPPYG00000010879	ENSPPAG00000027269	ENSPTRG00000033694	ENSRNOG00000036900
ENSMUSG00000074680				ENSG00000178591				ENSPPYG00000010878	ENSPPAG00000037160		ENSRNOG00000053114
ENSMUSG00000074681	ENSBTAG00000048288		ENSGGOG00000015870	ENSG00000125903				ENSPPYG00000010874	ENSPPAG00000040495	ENSPTRG00000013137	ENSRNOG00000023477
ENSMUSG00000074682	ENSBTAG00000002116		ENSGGOG00000044213	ENSG00000247315		ENSMMUG00000038935			ENSPPAG00000010453	ENSPTRG00000047645	ENSRNOG00000007520
ENSMUSG00000074704	ENSBTAG00000001376	ENSGALG00000006186	ENSGGOG00000003368	ENSG00000244588	ENSMODG00000019545	ENSMMUG00000018159	ENSOANG00000020314	ENSPPYG00000010856	ENSPPAG00000009647	ENSPTRG00000013160	ENSRNOG00000022335
ENSMUSG00000074715	ENSBTAG00000001557		ENSGGOG00000012830	ENSG00000151882		ENSMMUG00000000179		ENSPPYG00000015440	ENSPPAG00000042711	ENSPTRG00000046280	ENSRNOG00000059640
ENSMUSG00000074734											ENSRNOG00000022632
ENSMUSG00000074736	ENSBTAG00000040147	ENSGALG00000039587	ENSGGOG00000000617	ENSG00000101463	ENSMODG00000006293	ENSMMUG00000015852	ENSOANG00000010870	ENSPPYG00000010778	ENSPPAG00000030602	ENSPTRG00000013333	ENSRNOG00000031536
