ensembl_gene_id	pabelii_homolog_ensembl_gene	pabelii_homolog_associated_gene_name	pabelii_homolog_ensembl_peptide	pabelii_homolog_chromosome	pabelii_homolog_chrom_start	pabelii_homolog_chrom_end	pabelii_homolog_canonical_transcript_protein	pabelii_homolog_subtype	pabelii_homolog_orthology_type	pabelii_homolog_perc_id	pabelii_homolog_perc_id_r1	pabelii_homolog_goc_score	pabelii_homolog_wga_coverage	pabelii_homolog_dn	pabelii_homolog_ds	pabelii_homolog_orthology_confidence
ENSMUSG00000049287	ENSPPYG00000000142		ENSPPYP00000000141	1	21403351	21434265	ENSMUSP00000049823	Euarchontoglires	ortholog_one2one	50	70.1961	100	100	0.1829	0.8211	1
ENSMUSG00000062524	ENSPPYG00000010534		ENSPPYP00000011798	19_random	3239639	3245274	ENSMUSP00000006792	Euarchontoglires	ortholog_one2many	52.9231	59.9303	0	0	0.2754	0.6778	0
ENSMUSG00000062524	ENSPPYG00000029449		ENSPPYP00000024239	19	56741352	56743138	ENSMUSP00000006792	Euarchontoglires	ortholog_one2many	33.5385	62.6437	0	0	0.2513	0.6942	0
ENSMUSG00000040940	ENSPPYG00000010031		ENSPPYP00000011227	19	43147313	43171649	ENSMUSP00000096280	Euarchontoglires	ortholog_one2one	59.0398	75.6544	100	99.57	0.1183	0.7669	1
ENSMUSG00000055407	ENSPPYG00000003692	MAP6	ENSPPYP00000004220	11	71029218	71111556	ENSMUSP00000146585	Euarchontoglires	ortholog_one2one	59.3819	67.166	100	100	0.1989	0.5762	1
ENSMUSG00000040584	ENSPPYG00000017843	ABCB1	ENSPPYP00000019998	7	88818398	88927206	ENSMUSP00000041204	Euarchontoglires	ortholog_one2many	87.2257	86.9531	100	50.89	0.075	0.4638	1
ENSMUSG00000053062	ENSPPYG00000011304	JAM2	ENSPPYP00000023605	21	26109072	26192899	ENSMUSP00000109833	Euarchontoglires	ortholog_one2one	79.1946	79.1946	100	0	0.1125	0.5308	1
ENSMUSG00000029767	ENSPPYG00000017868		ENSPPYP00000020025	7	98762639	98763583	ENSMUSP00000031779	Euarchontoglires	ortholog_one2one	94.6032	94.6032	0	NA	0.0255	0.2635	0
ENSMUSG00000027122	ENSPPYG00000003396	ARL14EP	ENSPPYP00000003898	11	39113248	39134884	ENSMUSP00000028536	Euarchontoglires	ortholog_one2one	87.3188	92.6923	100	100	0.0354	0.6406	1
ENSMUSG00000031755	ENSPPYG00000007368	BBS2	ENSPPYP00000008322	16	43733139	43769297	ENSMUSP00000034206	Euarchontoglires	ortholog_one2one	85.0208	85.1389	100	100	0.1009	0.5828	1
ENSMUSG00000022108	ENSPPYG00000005356	ITM2B	ENSPPYP00000006101	13	48387960	48416863	ENSMUSP00000022704	Euarchontoglires	ortholog_one2one	95.4887	95.4887	75	100	0.0218	0.8411	1
ENSMUSG00000031250	ENSPPYG00000020537	TNMD	ENSPPYP00000022991	X	99567939	99583971	ENSMUSP00000033602	Boreoeutheria	ortholog_one2one	96.53	96.53	75	98.5	0.0158	0.3721	1
ENSMUSG00000042909	ENSPPYG00000003567	OR52H1	ENSPPYP00000004093	11	64879402	64880358	ENSMUSP00000149047	Euarchontoglires	ortholog_one2one	87.9747	87.1473	100	0	0.0673	0.6819	1
ENSMUSG00000036699	ENSPPYG00000020662	ZCCHC12	ENSPPYP00000023130	X	117765009	117766217	ENSMUSP00000110911	Eutheria	ortholog_one2many	71.393	71.393	100	0	0.1814	0.5781	1
ENSMUSG00000063931	ENSPPYG00000009829	PEPD	ENSPPYP00000011006	19	33978848	34134044	ENSMUSP00000075683	Euarchontoglires	ortholog_one2one	89.2495	89.2495	100	70.42	0.0579	0.9803	1
ENSMUSG00000032180	ENSPPYG00000009563	TMED1	ENSPPYP00000010726	19	10977464	10981217	ENSMUSP00000034698	Euarchontoglires	ortholog_one2one	95.5947	95.5947	100	100	0.0198	0.7604	1
ENSMUSG00000031198	ENSPPYG00000020897	FUNDC2	ENSPPYP00000023394	X	155207432	155241295	ENSMUSP00000033541	Eutheria	ortholog_one2many	92.7152	74.0741	100	NA	0.0382	0.4285	1
ENSMUSG00000031198	ENSPPYG00000012243		ENSPPYP00000013653	2a	25831871	25832326	ENSMUSP00000033541	Eutheria	ortholog_one2many	88.0795	88.0795	0	NA	0.065	0.4765	0
ENSMUSG00000047415	ENSPPYG00000006065	GPR68	ENSPPYP00000006897	14	92504514	92505641	ENSMUSP00000105693	Euarchontoglires	ortholog_one2one	92.0548	89.6	100	100	0.0408	1.2514	1
ENSMUSG00000031799	ENSPPYG00000009681	TPM4	ENSPPYP00000010851	19	16446082	16489227	ENSMUSP00000003575	Euteleostomi	ortholog_one2one	71.371	68.0769	50	0	0.1606	0.9094	0
ENSMUSG00000104633	ENSPPYG00000018238		ENSPPYP00000020441	7_random	7927	15442	ENSMUSP00000132104	Euarchontoglires	ortholog_many2many	4.81928	4.0201	0	NA	2.4512	1.3206	0
ENSMUSG00000104633	ENSPPYG00000017341		ENSPPYP00000019432	7	5971027	6002775	ENSMUSP00000132104	Euarchontoglires	ortholog_many2many	27.1084	6.06469	50	NA	0.5146	1.6821	0
ENSMUSG00000104633	ENSPPYG00000017519		ENSPPYP00000019636	7	20984052	20999683	ENSMUSP00000132104	Euarchontoglires	ortholog_many2many	7.83133	3.71429	25	NA	1.7902	64.6181	0
ENSMUSG00000022945	ENSPPYG00000011403	CHAF1B	ENSPPYP00000012729	21	37428319	37458160	ENSMUSP00000023666	Boreoeutheria	ortholog_one2one	81.6434	83.542	100	100	0.0938	0.6954	1
ENSMUSG00000041236	ENSPPYG00000017621	VPS41	ENSPPYP00000019750	7	45182822	45384651	ENSMUSP00000072729	Euarchontoglires	ortholog_one2one	97.0692	96.9555	100	99.73	0.0129	0.4406	1
ENSMUSG00000021493	ENSPPYG00000016095	PDLIM7	ENSPPYP00000018011	5	180179589	180193977	ENSMUSP00000047173	Eutheria	ortholog_one2one	86.4333	93.3806	100	100	0.0333	0.6545	1
ENSMUSG00000079109	ENSPPYG00000018238		ENSPPYP00000020441	7_random	7927	15442	ENSMUSP00000119875	Euarchontoglires	ortholog_many2many	17.695	76.3819	0	NA	0.1639	0.5182	0
ENSMUSG00000079109	ENSPPYG00000017341		ENSPPYP00000019432	7	5971027	6002775	ENSMUSP00000119875	Euarchontoglires	ortholog_many2many	63.0966	73.0458	75	NA	0.1751	0.6526	1
ENSMUSG00000079109	ENSPPYG00000017519		ENSPPYP00000019636	7	20984052	20999683	ENSMUSP00000119875	Euarchontoglires	ortholog_many2many	19.7905	48.5714	25	NA	0.2297	0.8063	0
ENSMUSG00000033885	ENSPPYG00000013761	PXK	ENSPPYP00000015394	3	87779996	87881038	ENSMUSP00000152987	Euarchontoglires	ortholog_one2one	79.0378	92.1844	100	100	0.0457	0.409	1
ENSMUSG00000031659	ENSPPYG00000007338	ADCY7	ENSPPYP00000008288	16	37329835	37362821	ENSMUSP00000132528	Euarchontoglires	ortholog_one2one	81.8926	83.3333	100	99.54	0.092	1.0125	1
ENSMUSG00000007836	ENSPPYG00000015814	HNRNPA0	ENSPPYP00000017682	5	139307841	139308758	ENSMUSP00000007980	Eutheria	ortholog_one2one	90.8197	90.8197	50	0	0.0386	2.5495	0
ENSMUSG00000025329	ENSPPYG00000001809	PADI1	ENSPPYP00000002102	1	213211218	213254684	ENSMUSP00000026378	Euarchontoglires	ortholog_one2one	76.1329	76.0181	100	0	0.1437	1.1685	1
ENSMUSG00000033128	ENSPPYG00000011797	GGA1	ENSPPYP00000013160	22	32773625	32798732	ENSMUSP00000035992	Eutheria	ortholog_one2one	90.3937	90.5363	100	88.84	0.0481	0.6612	1
ENSMUSG00000005547	ENSPPYG00000010008	CYP2A13	ENSPPYP00000011203	19	42236586	42246474	ENSMUSP00000005685	Theria	ortholog_one2many	81.5789	85.5626	75	NA	0.0693	0.7952	1
ENSMUSG00000032366	ENSPPYG00000006534	TPM1	ENSPPYP00000007409	15	60023706	60047950	ENSMUSP00000109337	Euarchontoglires	ortholog_one2one	100	87.1166	100	100	0	0	1
ENSMUSG00000052253	ENSPPYG00000029803		ENSPPYP00000024261	5	17316444	17323556	ENSMUSP00000059678	Boreoeutheria	ortholog_one2one	61.5546	77.5132	100	100	0.13	0.6949	1
ENSMUSG00000062510	ENSPPYG00000000233	NSL1	ENSPPYP00000000242	1	37152015	37208179	ENSMUSP00000077380	Euarchontoglires	ortholog_one2one	66.548	66.548	100	100	0.2092	0.7422	1
ENSMUSG00000035429	ENSPPYG00000010405	PTPRH	ENSPPYP00000011664	19	57061280	57094752	ENSMUSP00000125833	Mammalia	ortholog_one2one	56.9516	53.9512	100	100	0.2695	0.8089	1
ENSMUSG00000028259	ENSPPYG00000016855	FHL5	ENSPPYP00000018867	6	98016220	98028563	ENSMUSP00000103839	Euarchontoglires	ortholog_one2one	84.507	84.507	100	100	0.0776	0.5794	1
ENSMUSG00000034285	ENSPPYG00000011693	NIPSNAP1	ENSPPYP00000013044	22	24479956	24507639	ENSMUSP00000049338	Eutheria	ortholog_one2one	83.0986	94.0239	100	0	0.0331	0.709	1
ENSMUSG00000029545	ENSPPYG00000005040	ACADS	ENSPPYP00000005742	12	122950425	122961614	ENSMUSP00000031524	Euarchontoglires	ortholog_one2one	90.0485	89.3976	100	99.38	0.0496	0.7171	1
ENSMUSG00000026239	ENSPPYG00000013270	PDE6D	ENSPPYP00000014835	2b	124148926	124196907	ENSMUSP00000027444	Euarchontoglires	ortholog_one2one	98	98	50	100	0.0093	0.2774	1
ENSMUSG00000048327	ENSPPYG00000012172	CKAP2L	ENSPPYP00000013571	2a	20725215	20750640	ENSMUSP00000056145	Boreoeutheria	ortholog_one2one	61.0738	61.0738	100	100	0.2651	0.5383	1
ENSMUSG00000021285	ENSPPYG00000006179	PPP1R13B	ENSPPYP00000007023	14	105434198	105564894	ENSMUSP00000062464	Euarchontoglires	ortholog_one2one	88.2245	92.3003	100	100	0.0428	0.5149	1
ENSMUSG00000060057	ENSPPYG00000013618		ENSPPYP00000015224	3	35074379	35075314	ENSMUSP00000146393	Euarchontoglires	ortholog_one2many	74.7573	74.2765	50	NA	0.1553	0.5519	0
ENSMUSG00000083628	ENSPPYG00000004876	SYCP3	ENSPPYP00000005566	12	103113009	103124170	ENSMUSP00000113055	Euarchontoglires	ortholog_one2many	17.4528	15.678	50	NA	0.979	3.0924	0
ENSMUSG00000028397	ENSPPYG00000019222	KDM4C	ENSPPYP00000021530	9	55632815	56051095	ENSMUSP00000030102	Eutheria	ortholog_one2one	84.7249	84.5644	50	23.32	0.0902	0.5575	0
ENSMUSG00000032599	ENSPPYG00000013895	IP6K2	ENSPPYP00000015542	3	97826989	97856490	ENSMUSP00000082091	Euarchontoglires	ortholog_one2one	91.9643	96.7136	100	100	0.0151	0.3564	1
ENSMUSG00000037905	ENSPPYG00000005107		ENSPPYP00000005820	12	127394375	127408390	ENSMUSP00000037609	Euarchontoglires	ortholog_one2one	60.8696	78.5714	100	100	0.1189	1.3407	1
ENSMUSG00000020374	ENSPPYG00000016134	RASGEF1C	ENSPPYP00000018049	5	182724909	182878541	ENSMUSP00000065619	Euarchontoglires	ortholog_one2one	94.4563	92.4843	100	60.82	0.0264	0.7174	1
ENSMUSG00000028551	ENSPPYG00000001365	CDKN2C	ENSPPYP00000001587	1	178809291	178813192	ENSMUSP00000095534	Euarchontoglires	ortholog_one2one	92.2619	92.2619	100	0	0.0371	0.2495	1
ENSMUSG00000078591	ENSPPYG00000007208		ENSPPYP00000008149	16	25326814	25327449	ENSMUSP00000102045	Theria	ortholog_one2one	47.216	100	100	76.5	0	0	0
ENSMUSG00000040372	ENSPPYG00000016856	GPR63	ENSPPYP00000018868	6	98219911	98221170	ENSMUSP00000039312	Euarchontoglires	ortholog_one2one	91.0588	92.3628	100	0	0.0441	0.5144	1
ENSMUSG00000026193	ENSPPYG00000013148	FN1	ENSPPYP00000014692	2b	107082238	107158447	ENSMUSP00000054499	Euarchontoglires	ortholog_one2one	91.0375	92.229	100	100	0.0401	0.5037	1
ENSMUSG00000090843	ENSPPYG00000005970	HEATR4	ENSPPYP00000006787	14	74642985	74702267	ENSMUSP00000129832	Euarchontoglires	ortholog_one2one	61.9895	59.3781	100	0	0.2342	0.6644	1
ENSMUSG00000042589	ENSPPYG00000004959	CUX2	ENSPPYP00000005657	12	112842181	113165239	ENSMUSP00000107381	Euarchontoglires	ortholog_one2one	69.5652	77.865	100	96.7	0.0907	0.935	1
ENSMUSG00000028654	ENSPPYG00000001498	MYCL	ENSPPYP00000001731	1	190207682	190213676	ENSMUSP00000030407	Euarchontoglires	ortholog_one2one	88.8587	89.8352	100	100	0.0525	0.5891	1
ENSMUSG00000021226	ENSPPYG00000005971		ENSPPYP00000006788	14	74702328	74709711	ENSMUSP00000021649	Euarchontoglires	ortholog_one2many	72.1854	73.4831	100	0	0.1613	0.6015	1
ENSMUSG00000096122	ENSPPYG00000020404	SPIN2B	ENSPPYP00000022839	X	57711888	57713718	ENSMUSP00000136356	Eutheria	ortholog_many2many	58.1498	51.1628	25	NA	0.3017	0.9918	0
ENSMUSG00000096122	ENSPPYG00000020405		ENSPPYP00000022840	X	57727707	57728483	ENSMUSP00000136356	Eutheria	ortholog_many2many	31.7181	46.1538	25	NA	0.3272	0.836	0
ENSMUSG00000052310	ENSPPYG00000000793	SLC39A1	ENSPPYP00000000928	1	97548825	97551442	ENSMUSP00000076012	Euarchontoglires	ortholog_one2one	93.2099	93.2099	100	100	0.0366	0.5584	1
ENSMUSG00000029110	ENSPPYG00000025865		ENSPPYP00000023494	4	2490509	2535733	ENSMUSP00000138555	Euarchontoglires	ortholog_one2many	87.6289	89.4737	100	0	0.0583	0.4139	1
ENSMUSG00000029110	ENSPPYG00000010626		ENSPPYP00000011890	1_random	24788749	24789420	ENSMUSP00000138555	Euarchontoglires	ortholog_one2many	81.4433	70.5357	0	0	0.1121	0.4066	0
ENSMUSG00000016496	ENSPPYG00000019237	CD274	ENSPPYP00000021543	9	57357308	57372268	ENSMUSP00000016640	Euarchontoglires	ortholog_one2one	70	70	100	99.94	0.1981	0.6365	1
ENSMUSG00000058831	ENSPPYG00000017983	OPN1SW	ENSPPYP00000020174	7	125653854	125657112	ENSMUSP00000079289	Eutheria	ortholog_one2one	85.8382	85.3448	100	0	0.0751	0.5287	1
ENSMUSG00000028749	ENSPPYG00000001777	PLA2G2F	ENSPPYP00000002060	1	210172743	210183645	ENSMUSP00000030526	Euarchontoglires	ortholog_one2one	72.381	72.0379	100	100	0.1596	0.8094	1
ENSMUSG00000021286	ENSPPYG00000006178	ZFYVE21	ENSPPYP00000007022	14	105414664	105436004	ENSMUSP00000021714	Euarchontoglires	ortholog_one2one	85.8974	85.8974	100	100	0.0686	0.8728	1
ENSMUSG00000072949	ENSPPYG00000005971		ENSPPYP00000006788	14	74702328	74709711	ENSMUSP00000126448	Euarchontoglires	ortholog_one2many	75.895	71.4607	50	0	0.1542	0.5874	0
ENSMUSG00000024483	ENSPPYG00000015854	ANKHD1	ENSPPYP00000017726	5	141897049	142028887	ENSMUSP00000123270	Mammalia	ortholog_one2one	91.3265	92.8942	100	100	0.0318	0.3353	1
ENSMUSG00000060560	ENSPPYG00000007436		ENSPPYP00000008403	16	54356934	54366825	ENSMUSP00000125062	Euarchontoglires	ortholog_one2one	53.9964	68.7783	100	100	0.2003	0.8453	1
ENSMUSG00000025779	ENSPPYG00000018680	LY96	ENSPPYP00000020954	8	76478405	76517861	ENSMUSP00000026881	Euarchontoglires	ortholog_one2one	63.75	63.75	100	0	0.2517	0.5838	1
ENSMUSG00000022769	ENSPPYG00000011605	SDF2L1	ENSPPYP00000012946	22	16939321	16941203	ENSMUSP00000023453	Euarchontoglires	ortholog_one2one	85.5204	85.1351	100	100	0.0848	0.8531	1
ENSMUSG00000037960	ENSPPYG00000019386	CARD19	ENSPPYP00000021726	9	88750972	88768131	ENSMUSP00000047569	Euarchontoglires	ortholog_one2one	89.071	89.071	100	100	0.0508	0.624	1
ENSMUSG00000062608	ENSPPYG00000013617	OR5K3	ENSPPYP00000015223	3	34920554	34921537	ENSMUSP00000150249	Euarchontoglires	ortholog_one2many	78.5714	75.3894	50	0	0.1364	0.5676	0
ENSMUSG00000010044	ENSPPYG00000013843	ZMYND10	ENSPPYP00000015489	3	96146035	96150328	ENSMUSP00000010188	Euarchontoglires	ortholog_one2one	85.4545	79.3249	100	100	0.061	0.6966	1
ENSMUSG00000096695	ENSPPYG00000013618		ENSPPYP00000015224	3	35074379	35075314	ENSMUSP00000145684	Euarchontoglires	ortholog_one2many	76.3754	75.8842	75	NA	0.1467	0.4736	1
ENSMUSG00000000134	ENSPPYG00000029376		ENSPPYP00000024388	X	49815336	49824315	ENSMUSP00000076864	Euarchontoglires	ortholog_one2one	49.6503	95.6229	100	100	0.0213	0.4732	0
ENSMUSG00000037801	ENSPPYG00000006585		ENSPPYP00000007467	15	64416879	64661069	ENSMUSP00000047953	Euarchontoglires	ortholog_one2one	57.0495	70.3107	100	95.02	0.2021	0.472	1
ENSMUSG00000030468	ENSPPYG00000010321	SIGLEC10	ENSPPYP00000011557	19	53049366	53056916	ENSMUSP00000005592	Euarchontoglires	ortholog_one2many	59.4477	58.596	50	100	0.3055	0.6944	1
ENSMUSG00000030468	ENSPPYG00000010271	SIGLEC11	ENSPPYP00000011497	19	51499554	51513778	ENSMUSP00000005592	Euarchontoglires	ortholog_one2many	53.0523	45.9119	0	0	0.3793	0.8655	0
ENSMUSG00000028608	ENSPPYG00000001336	C1orf123	ENSPPYP00000001554	1	176504005	176510284	ENSMUSP00000119565	Euarchontoglires	ortholog_one2one	76.5306	81.0811	100	100	0.0791	0.5205	1
ENSMUSG00000038623	ENSPPYG00000006739	TM6SF1	ENSPPYP00000007646	15	80557561	80589595	ENSMUSP00000038017	Euarchontoglires	ortholog_one2one	87.5676	88.5246	100	100	0.067	0.4506	1
ENSMUSG00000036390	ENSPPYG00000001254	GADD45A	ENSPPYP00000001460	1	161728637	161731956	ENSMUSP00000044034	Eutheria	ortholog_one2one	94.5455	94.5455	75	60.96	0.0235	0.5885	1
ENSMUSG00000055612	ENSPPYG00000012940	CDCA7	ENSPPYP00000014447	2b	63515808	63529917	ENSMUSP00000099752	Euarchontoglires	ortholog_one2one	83.5079	70.8889	100	100	0.0805	0.6261	1
ENSMUSG00000041202	ENSPPYG00000001778	PLA2G2D	ENSPPYP00000002061	1	210205484	210210861	ENSMUSP00000030528	Eutheria	ortholog_one2one	68.75	68.2759	100	39.37	0.181	0.7179	1
ENSMUSG00000025722	ENSPPYG00000006879	WDR73	ENSPPYP00000007789	15_random	9474119	9484855	ENSMUSP00000026816	Euarchontoglires	ortholog_one2one	71.6981	75.5682	75	100	0.1417	0.4945	1
ENSMUSG00000018599	ENSPPYG00000008048	MIEF2	ENSPPYP00000009052	17	18616079	18620600	ENSMUSP00000018743	Euarchontoglires	ortholog_one2one	77.3128	77.6549	100	100	0.1385	0.8458	1
ENSMUSG00000027399	ENSPPYG00000012173	IL1A	ENSPPYP00000013572	2a	20760225	20769823	ENSMUSP00000028882	Euarchontoglires	ortholog_one2one	58.8889	58.2418	75	53.31	0.279	0.597	1
ENSMUSG00000034842	ENSPPYG00000014857	ART3	ENSPPYP00000016590	4	79413488	79452467	ENSMUSP00000113510	Euarchontoglires	ortholog_one2one	57.9088	55.6701	0	100	0.3045	0.8042	1
ENSMUSG00000074502	ENSPPYG00000003759	UBTFL1	ENSPPYP00000004303	11	85632252	85633421	ENSMUSP00000126540	Euarchontoglires	ortholog_one2many	50	50.5128	50	0	0.4003	1.0118	0
ENSMUSG00000074502	ENSPPYG00000012058		ENSPPYP00000013445	2a	3744592	3745743	ENSMUSP00000126540	Euarchontoglires	ortholog_one2many	51.5228	52.8646	0	0	0.3657	1.0515	0
ENSMUSG00000044678	ENSPPYG00000018920		ENSPPYP00000021224	8	151048503	151051552	ENSMUSP00000052599	Euarchontoglires	ortholog_one2one	36.3636	25.1121	0	0	0.5919	2.1443	0
ENSMUSG00000079429	ENSPPYG00000013295	MROH2A	ENSPPYP00000014866	2b	126214920	126282182	ENSMUSP00000108755	Euarchontoglires	ortholog_one2one	79.9521	78.4038	100	99.63	0.1061	0.8107	1
ENSMUSG00000036452	ENSPPYG00000015899	ARHGAP26	ENSPPYP00000017783	5	144328054	144792467	ENSMUSP00000095200	Euarchontoglires	ortholog_one2one	96.9287	96.9287	75	100	0.0142	0.4034	1
ENSMUSG00000034243	ENSPPYG00000029668		ENSPPYP00000023596	3	11018596	11057300	ENSMUSP00000045239	Euarchontoglires	ortholog_one2one	53.181	72.9661	100	100	0.1713	0.7453	1
ENSMUSG00000051329	ENSPPYG00000003293	NUP160	ENSPPYP00000024361	11	20751817	20822922	ENSMUSP00000059289	Euarchontoglires	ortholog_one2one	86.3053	92.5076	100	98.23	0.0399	0.4614	1
ENSMUSG00000021196	ENSPPYG00000002046	PFKP	ENSPPYP00000002366	10	3218634	3262310	ENSMUSP00000117030	Euarchontoglires	ortholog_one2one	81.1225	88.5794	100	100	0.0577	0.9687	1
ENSMUSG00000029084	ENSPPYG00000014618	CD38	ENSPPYP00000016333	4	15491711	15563433	ENSMUSP00000030964	Euarchontoglires	ortholog_one2one	57.2368	58	50	0	0.3061	0.6142	0
ENSMUSG00000031757	ENSPPYG00000007369	MT4	ENSPPYP00000008325	16	43812381	43816196	ENSMUSP00000034207	Mammalia	ortholog_one2one	93.5484	93.5484	100	100	0.0472	1.3275	1
ENSMUSG00000041774	ENSPPYG00000011603	YDJC	ENSPPYP00000012944	22	16921965	16926006	ENSMUSP00000069864	Euarchontoglires	ortholog_one2one	88.7097	86.478	75	100	0.0544	1.2447	1
ENSMUSG00000031816	ENSPPYG00000007624	MTHFSD	ENSPPYP00000008601	16	74239635	74266103	ENSMUSP00000112116	Eutheria	ortholog_one2one	59.4086	74.9153	100	99.47	0.1764	0.8567	1
ENSMUSG00000034391	ENSPPYG00000009238	FBXO15	ENSPPYP00000010366	18	87650904	87727495	ENSMUSP00000045925	Euarchontoglires	ortholog_one2one	53.3473	58.7558	75	0	0.3006	0.681	1
ENSMUSG00000047508	ENSPPYG00000010518		ENSPPYP00000011784	19_random	489930	492166	ENSMUSP00000149130	Euarchontoglires	ortholog_one2one	34.6491	37.9808	0	0	0.6195	1.4235	0
ENSMUSG00000059488	ENSPPYG00000019919		ENSPPYP00000022310	Un	3644725	3645771	ENSMUSP00000149886	Euarchontoglires	ortholog_one2many	94.1358	87.6437	50	0	0.031	0.5997	0
ENSMUSG00000020598	ENSPPYG00000017909	NRCAM	ENSPPYP00000020076	7	104331703	104437049	ENSMUSP00000020939	Euarchontoglires	ortholog_one2one	89.2516	89.4653	50	100	0.0366	0.5033	1
ENSMUSG00000048865	ENSPPYG00000000617	ARHGAP30	ENSPPYP00000000718	1	90240726	90262383	ENSMUSP00000059389	Euarchontoglires	ortholog_one2one	76.2123	75.7273	100	100	0.1438	0.5147	1
ENSMUSG00000044783	ENSPPYG00000013296	HJURP	ENSPPYP00000014867	2b	126286583	126303521	ENSMUSP00000054263	Euarchontoglires	ortholog_one2one	46.1769	41.3979	100	100	0.4381	0.7817	0
ENSMUSG00000007610	ENSPPYG00000009711	GTPBP3	ENSPPYP00000010883	19	17715437	17721056	ENSMUSP00000007754	Euarchontoglires	ortholog_one2one	79.6748	80.4928	100	100	0.1114	1.2005	1
ENSMUSG00000018042	ENSPPYG00000011900	CYB5R3	ENSPPYP00000013280	22	37912902	37944671	ENSMUSP00000018186	Euarchontoglires	ortholog_one2one	84.3854	89.1228	100	100	0.049	0.7813	1
ENSMUSG00000027249	ENSPPYG00000003317	F2	ENSPPYP00000003807	11	21895755	21919111	ENSMUSP00000028681	Euarchontoglires	ortholog_one2one	81.2298	80.5779	100	100	0.1115	0.7302	1
ENSMUSG00000025104	ENSPPYG00000006740	HDGFL3	ENSPPYP00000007648	15	80589515	80614138	ENSMUSP00000102926	Euarchontoglires	ortholog_one2one	83.6634	96.5714	100	50	0.013	0.2592	1
ENSMUSG00000050030	ENSPPYG00000019992		ENSPPYP00000022376	Un	11995068	11996003	ENSMUSP00000149796	Euarchontoglires	ortholog_one2one	86.1736	86.1736	25	0	0.0792	0.815	0
ENSMUSG00000031216	ENSPPYG00000020428	STARD8	ENSPPYP00000022868	X	66283349	66362448	ENSMUSP00000044491	Euarchontoglires	ortholog_one2one	83.317	76.6938	100	100	0.1024	0.6285	1
ENSMUSG00000026630	ENSPPYG00000000234	BATF3	ENSPPYP00000000243	1	37245559	37258991	ENSMUSP00000027943	Euarchontoglires	ortholog_one2one	84.7458	78.7402	100	100	0.0736	1.1621	1
ENSMUSG00000046287	ENSPPYG00000020835	PNMA3	ENSPPYP00000023319	X	153212419	153214155	ENSMUSP00000054177	Euarchontoglires	ortholog_one2one	69.5279	71.2088	50	0	0.1867	0.6002	0
ENSMUSG00000016498	ENSPPYG00000019236	PDCD1LG2	ENSPPYP00000021542	9	57250597	57299627	ENSMUSP00000108195	Euarchontoglires	ortholog_one2one	69.2308	61.9565	100	94.38	0.2168	0.4721	1
ENSMUSG00000049728	ENSPPYG00000007302	ZNF668	ENSPPYP00000008250	16	29598590	29602176	ENSMUSP00000056105	Euarchontoglires	ortholog_one2one	91.7609	91.7609	100	100	0.0409	1.0337	1
ENSMUSG00000034402	ENSPPYG00000005886	KCNH5	ENSPPYP00000006692	14	63526219	63871625	ENSMUSP00000046864	Euarchontoglires	ortholog_one2one	92.2065	95.7939	100	100	0.0248	0.4124	1
ENSMUSG00000042686	ENSPPYG00000018681	JPH1	ENSPPYP00000020955	8	76757046	76841570	ENSMUSP00000039072	Euarchontoglires	ortholog_one2one	92.8788	92.8788	100	100	0.0373	0.4209	1
ENSMUSG00000030067	ENSPPYG00000013722		ENSPPYP00000015345	3	74375780	74722454	ENSMUSP00000108948	Euarchontoglires	ortholog_one2one	92.9078	96.7504	100	82.84	0.0144	0.2593	1
ENSMUSG00000055296	ENSPPYG00000019485	TMEM245	ENSPPYP00000021825	9	105383313	105484564	ENSMUSP00000103234	Euarchontoglires	ortholog_one2one	89.6591	86.9901	100	100	0.0541	0.4521	1
ENSMUSG00000029401	ENSPPYG00000005087		ENSPPYP00000005794	12	125788888	125808656	ENSMUSP00000031347	Euarchontoglires	ortholog_one2one	53.2995	66.4557	100	50	0.1584	1.0505	1
ENSMUSG00000044150	ENSPPYG00000020174	BCLAF3	ENSPPYP00000022572	X	19930405	19983487	ENSMUSP00000108083	Euarchontoglires	ortholog_one2one	56.117	61.8768	100	77.84	0.2467	0.5279	1
ENSMUSG00000049011	ENSPPYG00000019991		ENSPPYP00000022375	Un	11978513	11981209	ENSMUSP00000148960	Euarchontoglires	ortholog_one2one	81.4241	81.4241	25	0	0.1108	0.6153	0
ENSMUSG00000003037	ENSPPYG00000009682	RAB8A	ENSPPYP00000010852	19	16499373	16520886	ENSMUSP00000003121	Euarchontoglires	ortholog_one2one	97.1014	97.1014	75	86.15	0.0171	0.4605	1
ENSMUSG00000022768	ENSPPYG00000011604	CCDC116	ENSPPYP00000012945	22	16929550	16933857	ENSMUSP00000023452	Eutheria	ortholog_one2one	53.9741	47.0209	100	0	0.4008	1.2787	0
ENSMUSG00000052537	ENSPPYG00000013619	OR5AC2	ENSPPYP00000015225	3	35103106	35119236	ENSMUSP00000146813	Eutheria	ortholog_one2many	67.3203	65.8147	100	0	0.2149	0.973	1
ENSMUSG00000029722	ENSPPYG00000017417	AGFG2	ENSPPYP00000019521	7	9598712	9629279	ENSMUSP00000098112	Euarchontoglires	ortholog_one2one	73.4694	80.5369	75	0	0.1098	0.6142	1
