ensembl_gene_id	oanatinus_homolog_ensembl_gene	oanatinus_homolog_associated_gene_name	oanatinus_homolog_ensembl_peptide	oanatinus_homolog_chromosome	oanatinus_homolog_chrom_start	oanatinus_homolog_chrom_end	oanatinus_homolog_canonical_transcript_protein	oanatinus_homolog_subtype	oanatinus_homolog_orthology_type	oanatinus_homolog_perc_id	oanatinus_homolog_perc_id_r1	oanatinus_homolog_goc_score	oanatinus_homolog_wga_coverage	oanatinus_homolog_dn	oanatinus_homolog_ds	oanatinus_homolog_orthology_confidence
ENSMUSG00000055204	ENSOANG00000006904		ENSOANP00000010999	Ultra362	1037812	1055432	ENSMUSP00000014421	Mammalia	ortholog_one2many	25.8932	71.474	100	41.8	NA	NA	0
ENSMUSG00000053559	ENSOANG00000000628		ENSOANP00000000982	Contig103132	175	1672	ENSMUSP00000066137	Mammalia	ortholog_one2one	47.4227	45.5446	0	30.01	NA	NA	0
ENSMUSG00000034723	ENSOANG00000008415	TMX4	ENSOANP00000013369	Ultra56	10339394	10385176	ENSMUSP00000045154	Mammalia	ortholog_one2one	53.4328	49.4475	100	15.13	NA	NA	0
ENSMUSG00000038119	ENSOANG00000003430	CDON	ENSOANP00000005434	Contig1269	4355	60448	ENSMUSP00000113977	Mammalia	ortholog_one2one	66.24	67.9803	0	52.9	NA	NA	0
ENSMUSG00000006219	ENSOANG00000022612		ENSOANP00000028880	Contig31421	448	6511	ENSMUSP00000006381	Mammalia	ortholog_one2one	30.1333	46.6942	0	79.37	NA	NA	0
ENSMUSG00000042032	ENSOANG00000004634		ENSOANP00000007341	Ultra701	29627	44244	ENSMUSP00000048222	Mammalia	ortholog_one2one	85.9281	88.3077	0	12.16	NA	NA	0
ENSMUSG00000048904	ENSOANG00000003865	NEUROG1	ENSOANP00000006125	Contig33017	5413	6045	ENSMUSP00000050484	Mammalia	ortholog_one2one	49.5902	69.9422	0	94.6	NA	NA	0
ENSMUSG00000070319	ENSOANG00000028960		ENSOANP00000029933	Ultra623	21	1604	ENSMUSP00000004206	Mammalia	ortholog_one2one	45	87.2727	0	60.39	NA	NA	0
ENSMUSG00000026825	ENSOANG00000000394		ENSOANP00000000640	Contig11096	315	14427	ENSMUSP00000088618	Mammalia	ortholog_one2one	47.8009	83.6032	0	38.41	NA	NA	0
ENSMUSG00000031673	ENSOANG00000007715	CDH11	ENSOANP00000012288	Contig1442	32484	71100	ENSMUSP00000074681	Mammalia	ortholog_one2one	88.9447	87.0849	0	97.45	NA	NA	1
ENSMUSG00000022313	ENSOANG00000004878	UTP23	ENSOANP00000007729	4	43323198	43375044	ENSMUSP00000119261	Mammalia	ortholog_one2one	55.0201	57.8059	100	70.62	NA	NA	1
ENSMUSG00000095606	ENSOANG00000029439		ENSOANP00000031861	Ultra443	2006471	2016540	ENSMUSP00000139882	Mammalia	ortholog_many2many	18.4685	17.5214	50	NA	NA	NA	0
ENSMUSG00000095606	ENSOANG00000032000		ENSOANP00000030450	Ultra443	1984033	1999255	ENSMUSP00000139882	Mammalia	ortholog_many2many	16.6667	16.0173	25	NA	NA	NA	0
ENSMUSG00000018974	ENSOANG00000032075		ENSOANP00000030804	Contig41207	359	1417	ENSMUSP00000019118	Mammalia	ortholog_one2many	6.86071	55	0	NA	NA	NA	0
ENSMUSG00000018974	ENSOANG00000008794		ENSOANP00000014014	Ultra252	25757	50415	ENSMUSP00000019118	Mammalia	ortholog_one2many	66.5281	73.1429	75	54.39	NA	NA	1
ENSMUSG00000031502	ENSOANG00000015603	COL4A1	ENSOANP00000028646	Ultra336	8150805	8263351	ENSMUSP00000033898	Mammalia	ortholog_one2one	71.3601	72.5335	100	44.47	NA	NA	1
ENSMUSG00000028656	ENSOANG00000012533	CAP1	ENSOANP00000019823	Contig14368	14008	21640	ENSMUSP00000101864	Mammalia	ortholog_one2one	63.7131	72.5962	0	92.65	NA	NA	1
ENSMUSG00000001566	ENSOANG00000006138		ENSOANP00000009802	Ultra274	11712585	11716473	ENSMUSP00000129503	Mammalia	ortholog_one2one	31.9307	77.7108	75	51.74	NA	NA	0
ENSMUSG00000041426	ENSOANG00000030782		ENSOANP00000031812	Contig48300	523	1584	ENSMUSP00000045606	Mammalia	ortholog_one2one	17.6623	56.1983	0	30.5	NA	NA	0
ENSMUSG00000007837	ENSOANG00000004105		ENSOANP00000006516	Contig20719	11867	17864	ENSMUSP00000148014	Mammalia	ortholog_one2one	48.9899	47.0874	50	42.09	NA	NA	0
ENSMUSG00000021508	ENSOANG00000004893	CXCL14	ENSOANP00000007752	Contig20394	731	13234	ENSMUSP00000021970	Mammalia	ortholog_one2one	81.8182	75.7009	0	100	NA	NA	1
ENSMUSG00000019794	ENSOANG00000030464		ENSOANP00000032522	Contig32238	319	2921	ENSMUSP00000132514	Mammalia	ortholog_one2many	18.4584	96.8085	0	NA	NA	NA	0
ENSMUSG00000019794	ENSOANG00000001065		ENSOANP00000001697	3	42684708	42718466	ENSMUSP00000132514	Mammalia	ortholog_one2many	89.6552	85.9922	100	98.15	NA	NA	1
ENSMUSG00000022235	ENSOANG00000011594	CMBL	ENSOANP00000018369	Contig22	1588862	1599501	ENSMUSP00000070314	Mammalia	ortholog_one2one	72.6531	72.6531	100	69.42	NA	NA	1
ENSMUSG00000030104	ENSOANG00000029856		ENSOANP00000029401	Contig22594	2189	6771	ENSMUSP00000086565	Mammalia	ortholog_one2one	7.51534	76.5625	0	51.97	NA	NA	0
ENSMUSG00000009566	ENSOANG00000008391		ENSOANP00000013334	Contig5197	2222	12799	ENSMUSP00000028148	Mammalia	ortholog_one2many	65.0767	67.9715	25	78.64	NA	NA	1
ENSMUSG00000009566	ENSOANG00000031706		ENSOANP00000030594	Contig83114	48	1808	ENSMUSP00000028148	Mammalia	ortholog_one2many	13.1175	63.6364	0	50.83	NA	NA	0
ENSMUSG00000047454	ENSOANG00000005412	GPHN	ENSOANP00000008605	Contig397	217223	441806	ENSMUSP00000106018	Mammalia	ortholog_one2one	67.487	83.4936	75	58.57	NA	NA	1
ENSMUSG00000009097	ENSOANG00000020824		ENSOANP00000026494	Contig22205	4973	11222	ENSMUSP00000156061	Mammalia	ortholog_one2one	30.123	57.874	0	98.5	NA	NA	0
ENSMUSG00000026858	ENSOANG00000032260		ENSOANP00000032380	Contig27923	143	810	ENSMUSP00000097787	Mammalia	ortholog_one2many	11.2985	69.0722	0	16.17	NA	NA	0
ENSMUSG00000026858	ENSOANG00000007740		ENSOANP00000012332	Contig21068	50	12085	ENSMUSP00000097787	Mammalia	ortholog_one2many	47.2175	71.066	0	90.82	NA	NA	0
ENSMUSG00000029578	ENSOANG00000006569		ENSOANP00000010484	2	25231825	25257654	ENSMUSP00000045201	Amniota	ortholog_one2one	84.0449	85.3881	50	8.82	NA	NA	0
ENSMUSG00000028274	ENSOANG00000000533	RNGTT	ENSOANP00000000849	Ultra483	6660121	6895101	ENSMUSP00000103788	Mammalia	ortholog_one2one	87.7722	92.2535	100	58.74	NA	NA	1
ENSMUSG00000042228	ENSOANG00000005501	LYN	ENSOANP00000008740	7	6633318	6672552	ENSMUSP00000038838	Mammalia	ortholog_one2one	94.5312	94.1634	75	56.6	NA	NA	1
ENSMUSG00000061477	ENSOANG00000022662		ENSOANP00000028947	Contig55007	366	3098	ENSMUSP00000073880	Mammalia	ortholog_one2one	32.4742	55.2632	0	33.77	NA	NA	0
ENSMUSG00000026228	ENSOANG00000009328	HTR2B	ENSOANP00000014838	Ultra60	49614	63803	ENSMUSP00000027431	Mammalia	ortholog_one2one	71.8163	71.3693	25	100	NA	NA	1
ENSMUSG00000031849	ENSOANG00000002729		ENSOANP00000004337	Contig13761	13410	16508	ENSMUSP00000003659	Mammalia	ortholog_one2one	31.5232	85.9206	0	57.03	NA	NA	0
ENSMUSG00000106350	ENSOANG00000004315		ENSOANP00000006843	2	27522140	27553889	ENSMUSP00000147930	Mammalia	ortholog_one2one	50.2033	74.9621	100	37.42	NA	NA	1
ENSMUSG00000062590	ENSOANG00000021953		ENSOANP00000027985	Ultra60	141384	169043	ENSMUSP00000108934	Mammalia	ortholog_one2one	25.1834	82.7309	25	65.26	NA	NA	0
ENSMUSG00000073207	ENSOANG00000011691		ENSOANP00000018526	6	8515283	8517287	ENSMUSP00000099121	Mammalia	ortholog_one2one	42.7245	42.9907	100	100	NA	NA	0
ENSMUSG00000044927	ENSOANG00000003118	H1FX	ENSOANP00000004947	Contig33605	8499	9146	ENSMUSP00000060761	Mammalia	ortholog_one2one	65.9574	60.4878	0	100	NA	NA	1
ENSMUSG00000040479	ENSOANG00000003635		ENSOANP00000005767	Contig22972	224	9770	ENSMUSP00000106934	Mammalia	ortholog_one2one	36.7765	72.3292	0	54.49	NA	NA	0
ENSMUSG00000033633	ENSOANG00000015276		ENSOANP00000024045	Contig6231	1090	21591	ENSMUSP00000046546	Mammalia	ortholog_one2one	56.5543	66.3736	0	57.5	NA	NA	0
ENSMUSG00000031835	ENSOANG00000005148		ENSOANP00000008189	Contig4608	859	41397	ENSMUSP00000095965	Mammalia	ortholog_one2many	87.4525	88.7175	0	100	NA	NA	1
ENSMUSG00000031835	ENSOANG00000022446		ENSOANP00000028651	Ultra669	6211	66389	ENSMUSP00000095965	Mammalia	ortholog_one2many	8.26996	74.359	0	NA	NA	NA	0
ENSMUSG00000079477	ENSOANG00000001856	RAB7A	ENSOANP00000002950	Ultra32	836714	841401	ENSMUSP00000109230	Amniota	ortholog_one2one	73.43	80.8511	100	52.03	NA	NA	1
ENSMUSG00000074030	ENSOANG00000013724		ENSOANP00000021643	Contig696	21839	73066	ENSMUSP00000095915	Mammalia	ortholog_one2one	38.1285	72.0317	0	45.49	NA	NA	0
ENSMUSG00000003421	ENSOANG00000004104		ENSOANP00000006515	Contig20719	9184	12433	ENSMUSP00000003513	Mammalia	ortholog_one2one	19.2691	38.4106	50	15.23	NA	NA	0
ENSMUSG00000073245	ENSOANG00000029439		ENSOANP00000031861	Ultra443	2006471	2016540	ENSMUSP00000099168	Mammalia	ortholog_many2many	8.49057	7.69231	50	NA	NA	NA	0
ENSMUSG00000073245	ENSOANG00000032000		ENSOANP00000030450	Ultra443	1984033	1999255	ENSMUSP00000099168	Mammalia	ortholog_many2many	7.54717	6.92641	25	0.61	NA	NA	0
ENSMUSG00000047022	ENSOANG00000010862		ENSOANP00000017209	4	22500049	22589398	ENSMUSP00000121617	Mammalia	ortholog_one2many	42.7441	48.503	100	77.79	NA	NA	0
ENSMUSG00000047022	ENSOANG00000028922		ENSOANP00000032979	4	22406388	22476676	ENSMUSP00000121617	Mammalia	ortholog_one2many	18.4697	51.0949	50	61.85	NA	NA	0
ENSMUSG00000063458	ENSOANG00000029139		ENSOANP00000030083	Ultra511	670141	941370	ENSMUSP00000075065	Mammalia	ortholog_one2one	44.1048	82.1138	0	57.28	NA	NA	0
ENSMUSG00000030138	ENSOANG00000030324		ENSOANP00000031421	Contig48075	458	1603	ENSMUSP00000032237	Mammalia	ortholog_one2one	8.72274	66.6667	0	NA	NA	NA	0
ENSMUSG00000050085	ENSOANG00000013433		ENSOANP00000021203	Contig14249	13648	14915	ENSMUSP00000150390	Mammalia	ortholog_many2many	64.0379	63.2399	25	40.38	NA	NA	0
ENSMUSG00000050085	ENSOANG00000020187		ENSOANP00000021727	Contig14249	6213	7166	ENSMUSP00000150390	Mammalia	ortholog_many2many	64.3533	64.1509	0	50	NA	NA	0
ENSMUSG00000050085	ENSOANG00000020138		ENSOANP00000025576	Contig28149	3042	3992	ENSMUSP00000150390	Mammalia	ortholog_many2many	63.4069	63.4069	0	97.06	NA	NA	1
ENSMUSG00000025038	ENSOANG00000006483		ENSOANP00000010353	Ultra222	5656804	5686621	ENSMUSP00000026014	Mammalia	ortholog_one2many	36.9333	55.6225	100	50.08	NA	NA	0
ENSMUSG00000025038	ENSOANG00000028823		ENSOANP00000030638	Ultra222	5633140	5652986	ENSMUSP00000026014	Mammalia	ortholog_one2many	15.4667	63.388	75	47.32	NA	NA	0
ENSMUSG00000047866	ENSOANG00000012478		ENSOANP00000019739	11	1160535	1174797	ENSMUSP00000034141	Mammalia	ortholog_one2many	25	93.4211	50	65.01	NA	NA	0
ENSMUSG00000047866	ENSOANG00000014848		ENSOANP00000023379	11	1033503	1110448	ENSMUSP00000034141	Mammalia	ortholog_one2many	53.7559	95.4167	75	77.89	NA	NA	1
ENSMUSG00000027706	ENSOANG00000007659		ENSOANP00000012199	Contig3183	13381	44916	ENSMUSP00000029256	Mammalia	ortholog_one2one	76.1307	83.9335	0	66.61	NA	NA	0
ENSMUSG00000035878	ENSOANG00000013219	HYKK	ENSOANP00000020882	Ultra209	205839	214384	ENSMUSP00000039980	Vertebrata	ortholog_one2one	62.766	60.2041	75	66.05	NA	NA	1
ENSMUSG00000025626	ENSOANG00000011690	PHF6	ENSOANP00000018525	6	8451296	8487636	ENSMUSP00000077971	Mammalia	ortholog_one2one	93.6813	93.4247	100	59.15	NA	NA	1
ENSMUSG00000050270	ENSOANG00000020311		ENSOANP00000025807	Contig7494	21	5384	ENSMUSP00000078084	Amniota	ortholog_one2one	40.8377	56.5217	0	85.86	NA	NA	0
ENSMUSG00000040713	ENSOANG00000003879	CREG1	ENSOANP00000006143	Ultra341	297630	305880	ENSMUSP00000107060	Mammalia	ortholog_one2one	43.1818	66.4336	100	26.18	NA	NA	0
ENSMUSG00000045648	ENSOANG00000012633	VWC2L	ENSOANP00000019978	Contig13628	5630	6163	ENSMUSP00000058142	Mammalia	ortholog_one2one	54.0541	86.9565	0	76.72	NA	NA	1
ENSMUSG00000060759	ENSOANG00000007649		ENSOANP00000012187	Contig33754	3193	4137	ENSMUSP00000077296	Mammalia	ortholog_one2many	46.7492	47.9365	0	45.98	NA	NA	0
ENSMUSG00000031986	ENSOANG00000013723		ENSOANP00000021642	Contig696	66002	66235	ENSMUSP00000034467	Vertebrata	ortholog_one2one	1.00604	6.41026	50	59.18	NA	NA	0
ENSMUSG00000060105	ENSOANG00000002616		ENSOANP00000004161	Contig10204	10448	11984	ENSMUSP00000075025	Mammalia	ortholog_many2many	63.2075	62.6168	0	NA	NA	NA	0
ENSMUSG00000060105	ENSOANG00000013909		ENSOANP00000021926	Contig24658	3088	5291	ENSMUSP00000075025	Mammalia	ortholog_many2many	60.6918	61.6613	0	NA	NA	NA	0
ENSMUSG00000060105	ENSOANG00000002762		ENSOANP00000004393	Contig30914	948	1902	ENSMUSP00000075025	Mammalia	ortholog_many2many	51.5723	52.7331	0	NA	NA	NA	0
ENSMUSG00000060105	ENSOANG00000002121		ENSOANP00000003366	Contig16982	2643	5394	ENSMUSP00000075025	Mammalia	ortholog_many2many	61.0063	60.625	0	NA	NA	NA	0
ENSMUSG00000060105	ENSOANG00000003957		ENSOANP00000006257	Contig5598	23189	24413	ENSMUSP00000075025	Mammalia	ortholog_many2many	66.3522	65.3251	0	99.9	NA	NA	1
ENSMUSG00000060105	ENSOANG00000014439		ENSOANP00000022751	Contig4619	33150	34541	ENSMUSP00000075025	Mammalia	ortholog_many2many	65.4088	63.0303	0	49.15	NA	NA	0
ENSMUSG00000044288	ENSOANG00000000534	CNR1	ENSOANP00000000850	Ultra483	6474882	6476303	ENSMUSP00000055797	Mammalia	ortholog_one2one	93.2347	93.2347	100	100	NA	NA	1
ENSMUSG00000041046	ENSOANG00000000281	RAMP3	ENSOANP00000000479	4	8470612	8500069	ENSMUSP00000047518	Mammalia	ortholog_one2one	58.5034	65.6489	0	91.5	NA	NA	1
ENSMUSG00000050808	ENSOANG00000013132		ENSOANP00000020749	3	3268023	3278276	ENSMUSP00000106645	Mammalia	ortholog_one2one	35.0453	34.8348	50	45.15	NA	NA	0
ENSMUSG00000054716	ENSOANG00000012010	ZNF771	ENSOANP00000019021	Contig6348	13243	13983	ENSMUSP00000056959	Mammalia	ortholog_one2one	53.3123	87.1134	50	91.99	NA	NA	1
ENSMUSG00000021245	ENSOANG00000011581		ENSOANP00000018348	Contig7246	2485	23391	ENSMUSP00000019378	Mammalia	ortholog_one2one	15.8753	63.4561	0	49.72	NA	NA	0
ENSMUSG00000030814	ENSOANG00000011812	BCL7C	ENSOANP00000018718	Contig14854	6192	10047	ENSMUSP00000145743	Mammalia	ortholog_one2one	68.8797	74.1071	0	94.45	NA	NA	1
ENSMUSG00000070388	ENSOANG00000010106	FBXO39	ENSOANP00000016024	Ultra42	951162	956103	ENSMUSP00000104144	Mammalia	ortholog_one2one	78.5553	78.5553	100	100	NA	NA	1
ENSMUSG00000027379	ENSOANG00000012628	BUB1	ENSOANP00000019968	1	17809408	17849143	ENSMUSP00000028858	Mammalia	ortholog_one2one	54.0132	50.9804	50	82.24	NA	NA	1
ENSMUSG00000028795	ENSOANG00000003835		ENSOANP00000006086	Ultra467	3307	4068	ENSMUSP00000030586	Mammalia	ortholog_one2one	45.5	81.982	50	100	NA	NA	0
ENSMUSG00000056069	ENSOANG00000011613	OTULINL	ENSOANP00000018399	Contig22	3861347	3872652	ENSMUSP00000098305	Mammalia	ortholog_one2one	66.6667	60.2985	100	50.8	NA	NA	1
ENSMUSG00000041702	ENSOANG00000000444	BTBD7	ENSOANP00000000711	Ultra378	439915	469498	ENSMUSP00000152426	Mammalia	ortholog_one2one	88.1416	88.1416	100	100	NA	NA	1
ENSMUSG00000035769	ENSOANG00000020323		ENSOANP00000025824	Contig40936	1243	5128	ENSMUSP00000047254	Mammalia	ortholog_one2many	14.5191	70.1754	0	57.27	NA	NA	0
ENSMUSG00000035769	ENSOANG00000022615		ENSOANP00000028884	Contig15225	1077	11965	ENSMUSP00000047254	Mammalia	ortholog_one2many	30.853	66.4062	0	54.76	NA	NA	0
ENSMUSG00000035769	ENSOANG00000020013		ENSOANP00000025406	Contig27546	6390	12315	ENSMUSP00000047254	Mammalia	ortholog_one2many	16.3339	76.2712	0	55.43	NA	NA	0
ENSMUSG00000026568	ENSOANG00000003886	MPC2	ENSOANP00000006151	Ultra341	447272	455454	ENSMUSP00000027853	Mammalia	ortholog_one2one	65.3543	90.2174	100	64.7	NA	NA	1
ENSMUSG00000064373	ENSOANG00000006231		ENSOANP00000009968	Contig11427	11447	20027	ENSMUSP00000124305	Amniota	ortholog_one2one	37.3684	49.6503	0	68.81	NA	NA	0
ENSMUSG00000042323	ENSOANG00000030610		ENSOANP00000031913	Contig13155	808	12691	ENSMUSP00000107727	Mammalia	ortholog_one2one	11.5023	92.891	0	53.81	NA	NA	0
ENSMUSG00000020435	ENSOANG00000012851		ENSOANP00000020327	Contig2717	24778	61204	ENSMUSP00000068652	Mammalia	ortholog_one2one	35.2423	75.4717	0	37.97	NA	NA	0
ENSMUSG00000074028	ENSOANG00000012078		ENSOANP00000019127	Contig25136	3409	9420	ENSMUSP00000081855	Mammalia	ortholog_many2many	29.5826	51.2579	25	66.3	NA	NA	0
ENSMUSG00000074028	ENSOANG00000000383		ENSOANP00000000624	Contig6302	303	7974	ENSMUSP00000081855	Mammalia	ortholog_many2many	44.6461	50.8264	50	41.41	NA	NA	0
ENSMUSG00000039057	ENSOANG00000015599	MYO16	ENSOANP00000024575	Ultra336	7693874	7899589	ENSMUSP00000146677	Mammalia	ortholog_one2one	56.3835	63.3861	75	89.37	NA	NA	1
ENSMUSG00000042202	ENSOANG00000000642		ENSOANP00000001002	Contig4774	1859	23335	ENSMUSP00000101233	Mammalia	ortholog_one2one	45.4321	78.97	0	54.98	NA	NA	0
ENSMUSG00000005583	ENSOANG00000011076	MEF2C	ENSOANP00000017547	1	6398037	6512279	ENSMUSP00000143401	Mammalia	ortholog_one2one	95.7806	94.7808	100	98.94	NA	NA	1
ENSMUSG00000037440	ENSOANG00000005317		ENSOANP00000008464	Ultra520	1603111	1619710	ENSMUSP00000040599	Mammalia	ortholog_one2many	63.4766	62.5	75	38.01	NA	NA	1
ENSMUSG00000037440	ENSOANG00000005319		ENSOANP00000008468	Ultra520	1538111	1563973	ENSMUSP00000040599	Mammalia	ortholog_one2many	68.9453	68.2785	75	6.27	NA	NA	1
ENSMUSG00000031207	ENSOANG00000004900	MSN	ENSOANP00000007763	Contig28535	5940	12294	ENSMUSP00000113071	Mammalia	ortholog_one2one	75.9099	82.9545	0	89.52	NA	NA	1
ENSMUSG00000066392	ENSOANG00000022364		ENSOANP00000028547	Ultra188	436809	566123	ENSMUSP00000129678	Mammalia	ortholog_one2many	10.1209	83.6842	75	46.97	NA	NA	0
ENSMUSG00000066392	ENSOANG00000028727		ENSOANP00000032719	Ultra188	848380	849645	ENSMUSP00000129678	Mammalia	ortholog_one2many	3.88288	81.3333	100	53.54	NA	NA	0
ENSMUSG00000111709	ENSOANG00000020684		ENSOANP00000026314	Ultra738	41294	45464	ENSMUSP00000150224	Mammalia	ortholog_many2many	29.5964	72.5275	50	15.99	NA	NA	0
ENSMUSG00000111709	ENSOANG00000013119		ENSOANP00000020730	Ultra738	10674	28828	ENSMUSP00000150224	Mammalia	ortholog_many2many	65.4709	65.4709	25	43.6	NA	NA	0
ENSMUSG00000035439	ENSOANG00000032266		ENSOANP00000030725	Contig29506	8506	9963	ENSMUSP00000040802	Mammalia	ortholog_one2one	18.7668	41.9162	0	33.47	NA	NA	0
ENSMUSG00000054863	ENSOANG00000021878		ENSOANP00000027892	Contig8232	2988	4345	ENSMUSP00000064808	Euteleostomi	ortholog_one2one	43.2	55.6701	0	69.85	NA	NA	0
ENSMUSG00000042229	ENSOANG00000006288	RABIF	ENSOANP00000010053	Ultra269	1604087	1604386	ENSMUSP00000038335	Mammalia	ortholog_one2one	64.2276	79.798	75	83.19	NA	NA	1
ENSMUSG00000020669	ENSOANG00000012376		ENSOANP00000019584	Ultra101	2346	10273	ENSMUSP00000020997	Mammalia	ortholog_one2one	27.6471	81.7391	25	58.49	NA	NA	0
ENSMUSG00000036879	ENSOANG00000002156	PHKB	ENSOANP00000003424	11	534737	741512	ENSMUSP00000050788	Mammalia	ortholog_one2one	81.9355	91.4609	100	98.92	NA	NA	1
ENSMUSG00000026919	ENSOANG00000020871		ENSOANP00000026550	Contig25218	4517	9803	ENSMUSP00000028283	Mammalia	ortholog_one2many	22.7027	22.2222	0	NA	NA	NA	0
ENSMUSG00000045587	ENSOANG00000004056		ENSOANP00000028060	Contig23998	8473	11565	ENSMUSP00000053275	Mammalia	ortholog_one2many	16.6667	22.1622	75	NA	NA	NA	0
ENSMUSG00000095730	ENSOANG00000010544		ENSOANP00000016709	Contig23643	11619	18388	ENSMUSP00000131990	Mammalia	ortholog_many2many	23.0047	32.3432	0	NA	NA	NA	0
ENSMUSG00000095730	ENSOANG00000005629		ENSOANP00000008957	Contig120006	389	1313	ENSMUSP00000131990	Mammalia	ortholog_many2many	13.2629	62.7778	0	NA	NA	NA	0
ENSMUSG00000095730	ENSOANG00000003845		ENSOANP00000006101	Contig20622	11989	12564	ENSMUSP00000131990	Mammalia	ortholog_many2many	11.8545	52.8796	0	NA	NA	NA	0
ENSMUSG00000095730	ENSOANG00000015101		ENSOANP00000023779	Contig37517	164	1366	ENSMUSP00000131990	Mammalia	ortholog_many2many	9.97653	27.6873	50	NA	NA	NA	0
ENSMUSG00000095730	ENSOANG00000009593		ENSOANP00000015237	Contig18646	621	8064	ENSMUSP00000131990	Mammalia	ortholog_many2many	29.4601	35.9599	0	NA	NA	NA	0
ENSMUSG00000095730	ENSOANG00000002460		ENSOANP00000003901	Contig34815	30	2039	ENSMUSP00000131990	Mammalia	ortholog_many2many	8.21596	27.3438	50	NA	NA	NA	0
ENSMUSG00000095730	ENSOANG00000003842		ENSOANP00000006100	Contig20622	2583	9516	ENSMUSP00000131990	Mammalia	ortholog_many2many	30.9859	38.1503	50	47.31	NA	NA	0
ENSMUSG00000095730	ENSOANG00000010434		ENSOANP00000016539	Contig1792	96451	100238	ENSMUSP00000131990	Mammalia	ortholog_many2many	23.9437	50.7463	0	NA	NA	NA	0
ENSMUSG00000095730	ENSOANG00000022598		ENSOANP00000028862	Contig19247	6583	12800	ENSMUSP00000131990	Mammalia	ortholog_many2many	22.1831	36.699	0	NA	NA	NA	0
ENSMUSG00000095730	ENSOANG00000003620		ENSOANP00000005741	Contig20340	1294	8468	ENSMUSP00000131990	Mammalia	ortholog_many2many	29.9296	37.2263	0	47.78	NA	NA	0
ENSMUSG00000095730	ENSOANG00000013028		ENSOANP00000020595	Contig24759	770	8049	ENSMUSP00000131990	Mammalia	ortholog_many2many	30.8685	38.0058	50	48.48	NA	NA	0
ENSMUSG00000095730	ENSOANG00000004493		ENSOANP00000007125	Contig15062	12438	20135	ENSMUSP00000131990	Mammalia	ortholog_many2many	29.8122	36.6522	0	50	NA	NA	0
ENSMUSG00000095730	ENSOANG00000007169		ENSOANP00000011409	Contig11550	15226	22183	ENSMUSP00000131990	Mammalia	ortholog_many2many	29.4601	35.8571	50	NA	NA	NA	0
ENSMUSG00000095730	ENSOANG00000010963		ENSOANP00000017373	Contig28415	306	6486	ENSMUSP00000131990	Mammalia	ortholog_many2many	15.7277	31.3817	50	31.78	NA	NA	0
ENSMUSG00000095730	ENSOANG00000005800		ENSOANP00000009238	Contig29859	10021	10854	ENSMUSP00000131990	Mammalia	ortholog_many2many	20.0704	61.5108	0	NA	NA	NA	0
ENSMUSG00000095730	ENSOANG00000006966		ENSOANP00000011091	Contig18591	22716	24524	ENSMUSP00000131990	Mammalia	ortholog_many2many	8.33333	27.8431	0	NA	NA	NA	0
ENSMUSG00000095730	ENSOANG00000005444		ENSOANP00000008654	Contig33978	7429	9361	ENSMUSP00000131990	Mammalia	ortholog_many2many	17.723	44.6746	50	NA	NA	NA	0
ENSMUSG00000095730	ENSOANG00000002128		ENSOANP00000003377	Contig10111	684	13831	ENSMUSP00000131990	Mammalia	ortholog_many2many	28.9906	36.0058	0	NA	NA	NA	0
ENSMUSG00000095730	ENSOANG00000014824		ENSOANP00000023345	Contig17143	4633	13394	ENSMUSP00000131990	Mammalia	ortholog_many2many	15.0235	25.8586	50	42.01	NA	NA	0
ENSMUSG00000057719	ENSOANG00000005754	SH3RF2	ENSOANP00000009166	Ultra139	2336509	2455873	ENSMUSP00000071896	Mammalia	ortholog_one2one	63.5374	63.5374	100	83.59	NA	NA	1
ENSMUSG00000036403	ENSOANG00000012930		ENSOANP00000020450	Contig1914	312	40355	ENSMUSP00000112602	Mammalia	ortholog_one2many	64.2982	62.8645	0	95.95	NA	NA	1
ENSMUSG00000036403	ENSOANG00000032113		ENSOANP00000031126	Contig41390	1228	1844	ENSMUSP00000112602	Mammalia	ortholog_one2many	5.26316	45.8015	0	NA	NA	NA	0
ENSMUSG00000031399	ENSOANG00000009818		ENSOANP00000015571	Contig20890	2947	11360	ENSMUSP00000109779	Mammalia	ortholog_one2one	67.8261	81.6754	0	49.68	NA	NA	0
ENSMUSG00000042428	ENSOANG00000004010	MGAT3	ENSOANP00000006346	Contig3422	51250	52785	ENSMUSP00000043077	Mammalia	ortholog_one2one	77.6952	81.8004	25	98.92	NA	NA	1
ENSMUSG00000032348	ENSOANG00000002340		ENSOANP00000003709	1	26317035	26340748	ENSMUSP00000034903	Mammalia	ortholog_one2one	75.6757	67.7419	25	47.33	NA	NA	0
ENSMUSG00000034216	ENSOANG00000001057		ENSOANP00000001681	Contig25573	12353	15175	ENSMUSP00000036915	Mammalia	ortholog_one2one	42.5488	84.3177	0	77.56	NA	NA	0
ENSMUSG00000059824	ENSOANG00000002210		ENSOANP00000003505	Contig42680	4412	5441	ENSMUSP00000079693	Mammalia	ortholog_one2one	26.7692	82.0755	25	56.17	NA	NA	0
ENSMUSG00000029063	ENSOANG00000006377	NADK	ENSOANP00000010183	Ultra468	56920	74738	ENSMUSP00000101238	Mammalia	ortholog_one2one	87.4715	66.2069	25	59.49	NA	NA	0
