ensembl_gene_id	ggallus_homolog_ensembl_gene	ggallus_homolog_associated_gene_name	ggallus_homolog_ensembl_peptide	ggallus_homolog_chromosome	ggallus_homolog_chrom_start	ggallus_homolog_chrom_end	ggallus_homolog_canonical_transcript_protein	ggallus_homolog_subtype	ggallus_homolog_orthology_type	ggallus_homolog_perc_id	ggallus_homolog_perc_id_r1	ggallus_homolog_goc_score	ggallus_homolog_wga_coverage	ggallus_homolog_dn	ggallus_homolog_ds	ggallus_homolog_orthology_confidence
ENSMUSG00000046688	ENSGALG00000012076	TIFA	ENSGALP00000019702	4	57543611	57548315	ENSMUSP00000127700	Amniota	ortholog_one2one	50.5435	36.6142	100	86.78	NA	NA	1
ENSMUSG00000074238	ENSGALG00000028807	AP1AR	ENSGALP00000041072	4	57555810	57571942	ENSMUSP00000059669	Amniota	ortholog_one2one	81.8792	81.0631	75	50	NA	NA	1
ENSMUSG00000020198	ENSGALG00000046277		ENSGALP00000064078	AADN04012260.1	2761	5208	ENSMUSP00000020420	Euteleostomi	ortholog_one2many	16.6806	74.9064	0	NA	NA	NA	0
ENSMUSG00000020198	ENSGALG00000000996		ENSGALP00000057250	28	2096718	2125319	ENSMUSP00000020420	Euteleostomi	ortholog_one2many	86.6555	84.7471	100	98.58	NA	NA	1
ENSMUSG00000055782	ENSGALG00000042554	ABCD2	ENSGALP00000052341	1	15281148	15323045	ENSMUSP00000068940	Amniota	ortholog_one2one	82.0513	83.2877	100	100	NA	NA	1
ENSMUSG00000040112	ENSGALG00000036730	MRPS35	ENSGALP00000048745	1	72371014	72393128	ENSMUSP00000048348	Tetrapoda	ortholog_one2one	64.375	61.6766	50	97.58	NA	NA	1
ENSMUSG00000038628	ENSGALG00000017681	POLR3K	ENSGALP00000028320	14	12037480	12037963	ENSMUSP00000044582	Amniota	ortholog_one2one	88.8889	88.8889	0	69.58	NA	NA	1
ENSMUSG00000021675	ENSGALG00000023379	F2RL2	ENSGALP00000037768	Z	23491744	23494829	ENSMUSP00000022182	Amniota	ortholog_one2one	53.1165	51.8519	75	50	NA	NA	1
ENSMUSG00000045671	ENSGALG00000008778	SPRED2	ENSGALP00000054610	3	10058485	10107666	ENSMUSP00000090987	Amniota	ortholog_one2one	83.1707	81.3842	100	99.59	NA	NA	1
ENSMUSG00000048756	ENSGALG00000015297	FOXO3	ENSGALP00000024641	3	67450300	67533242	ENSMUSP00000101141	Amniota	ortholog_one2one	78.5714	80	100	100	NA	NA	1
ENSMUSG00000001552	ENSGALG00000017414	JUP	ENSGALP00000052117	27	5081253	5096768	ENSMUSP00000001592	Amniota	ortholog_one2one	89.7987	83.3126	100	73.26	NA	NA	1
ENSMUSG00000030111	ENSGALG00000031659		ENSGALP00000055938	1	76270315	76327369	ENSMUSP00000032203	Amniota	ortholog_one2many	36.2958	47.8533	50	40.86	NA	NA	1
ENSMUSG00000030111	ENSGALG00000033736		ENSGALP00000046478	1	76283034	76285106	ENSMUSP00000032203	Amniota	ortholog_one2many	6.98779	48.5849	25	40.58	NA	NA	0
ENSMUSG00000030111	ENSGALG00000040915		ENSGALP00000052576	AADN04005855.1	2281	4348	ENSMUSP00000032203	Amniota	ortholog_one2many	6.71642	48.5294	0	NA	NA	NA	0
ENSMUSG00000030111	ENSGALG00000035614		ENSGALP00000054387	1	76263942	76266014	ENSMUSP00000032203	Amniota	ortholog_one2many	6.98779	48.5849	75	40.58	NA	NA	0
ENSMUSG00000030111	ENSGALG00000039764		ENSGALP00000050420	1	76230134	76257737	ENSMUSP00000032203	Amniota	ortholog_one2many	52.1031	54.1226	50	81.65	NA	NA	1
ENSMUSG00000026602	ENSGALG00000004163	NPHS2	ENSGALP00000006610	8	6149043	6155430	ENSMUSP00000027896	Amniota	ortholog_one2one	62.3377	62.5	100	100	NA	NA	1
ENSMUSG00000026601	ENSGALG00000004173	AXDND1	ENSGALP00000060714	8	6158567	6177748	ENSMUSP00000148420	Amniota	ortholog_one2one	31.5932	33.5244	75	23.91	NA	NA	1
ENSMUSG00000078193	ENSGALG00000035677	RPL35	ENSGALP00000059559	17	10009317	10012221	ENSMUSP00000099843	Amniota	ortholog_one2many	95.935	75.641	0	55.13	NA	NA	1
ENSMUSG00000034165	ENSGALG00000003485	CCND3	ENSGALP00000005503	26	5031084	5043504	ENSMUSP00000126141	Amniota	ortholog_one2one	71.2329	71.2329	75	100	NA	NA	1
ENSMUSG00000024112	ENSGALG00000005215	CACNA1H	ENSGALP00000008367	14	5264613	5339317	ENSMUSP00000077586	Vertebrata	ortholog_one2one	50.1908	66.8927	50	57.77	NA	NA	1
ENSMUSG00000002109	ENSGALG00000008218	DDB2	ENSGALP00000013362	5	23152839	23167347	ENSMUSP00000028696	Amniota	ortholog_one2one	53.2407	45.3649	100	100	NA	NA	1
ENSMUSG00000002103	ENSGALG00000008211	ACP2	ENSGALP00000013353	5	23143994	23152907	ENSMUSP00000002172	Amniota	ortholog_one2one	66.1939	66.5083	100	100	NA	NA	1
ENSMUSG00000023988	ENSGALG00000003467	BYSL	ENSGALP00000005482	26	5026787	5029465	ENSMUSP00000024783	Amniota	ortholog_one2one	72.7064	74.0654	100	91.59	NA	NA	1
ENSMUSG00000006931	ENSGALG00000027462	P3H4	ENSGALP00000041385	27	5097554	5101820	ENSMUSP00000065278	Amniota	ortholog_one2one	61.6253	62.9032	100	100	NA	NA	1
ENSMUSG00000036298	ENSGALG00000035940	SLC2A13	ENSGALP00000058369	1	15117535	15247833	ENSMUSP00000104906	Amniota	ortholog_one2one	81.4757	80.3406	75	100	NA	NA	1
ENSMUSG00000114133	ENSGALG00000010570	BTF3L4	ENSGALP00000017180	8	24338651	24348899	ENSMUSP00000152074	Amniota	ortholog_one2many	99.3671	99.3671	0	66.72	NA	NA	1
ENSMUSG00000061589	ENSGALG00000000843	DOT1L	ENSGALP00000054453	28	2041020	2096657	ENSMUSP00000100973	Amniota	ortholog_one2one	74.026	65.7439	100	49.17	NA	NA	1
ENSMUSG00000051111	ENSGALG00000014967	SV2C	ENSGALP00000032209	Z	23595155	23663809	ENSMUSP00000124473	Amniota	ortholog_one2one	88.033	88.033	50	100	NA	NA	1
ENSMUSG00000020152	ENSGALG00000008779	ACTR2	ENSGALP00000014260	3	10012981	10031445	ENSMUSP00000000137	Euteleostomi	ortholog_one2one	98.9848	98.9848	100	100	NA	NA	1
ENSMUSG00000099115	ENSGALG00000009250	HNRNPA3	ENSGALP00000037924	7	15889941	15901595	ENSMUSP00000138965	Amniota	ortholog_one2many	68.9076	65.0794	0	17.84	NA	NA	0
ENSMUSG00000033983	ENSGALG00000003158	COIL	ENSGALP00000063151	18	6362780	6367874	ENSMUSP00000103530	Amniota	ortholog_one2one	37.1728	36.5352	75	34.11	NA	NA	1
ENSMUSG00000038302	ENSGALG00000015303	AFG1L	ENSGALP00000024652	3	67559787	67620535	ENSMUSP00000036149	Amniota	ortholog_one2one	57.9167	72.0207	100	100	NA	NA	1
ENSMUSG00000040102	ENSGALG00000017296	KLHL42	ENSGALP00000027898	1	72420206	72430748	ENSMUSP00000042558	Amniota	ortholog_one2one	72.6166	71.173	100	99.99	NA	NA	1
ENSMUSG00000000275	ENSGALG00000003144	TRIM25	ENSGALP00000053240	18	6353977	6361372	ENSMUSP00000103528	Amniota	ortholog_one2one	47.0032	47.0774	100	60.43	NA	NA	1
ENSMUSG00000013338	ENSGALG00000038584		ENSGALP00000055347	20	1125790	1160045	ENSMUSP00000105240	Amniota	ortholog_one2one	54.5637	54.5911	50	100	NA	NA	1
ENSMUSG00000031631	ENSGALG00000010611	CFAP97	ENSGALP00000017246	4	39613075	39632176	ENSMUSP00000034048	Amniota	ortholog_one2one	30.1294	34.8291	100	100	NA	NA	1
ENSMUSG00000038291	ENSGALG00000010610	SNX25	ENSGALP00000017243	4	39546411	39568882	ENSMUSP00000035785	Amniota	ortholog_one2one	55.2381	76.4415	100	100	NA	NA	1
ENSMUSG00000020196	ENSGALG00000006363	CABIN1	ENSGALP00000010272	15	8171948	8263856	ENSMUSP00000001712	Amniota	ortholog_one2one	75.3086	75.5505	50	97.5	NA	NA	1
ENSMUSG00000029784	ENSGALG00000023942		ENSGALP00000039513	1	947930	951486	ENSMUSP00000031798	Amniota	ortholog_one2one	22.1311	20.3774	100	NA	NA	NA	0
ENSMUSG00000050549	ENSGALG00000037129	FAM241A	ENSGALP00000046616	4	57590915	57591784	ENSMUSP00000142535	Amniota	ortholog_one2one	47.3282	59.6154	75	50	NA	NA	1
ENSMUSG00000019804	ENSGALG00000015304	SNX3	ENSGALP00000024654	3	67626201	67645396	ENSMUSP00000019939	Amniota	ortholog_one2one	92.5926	92.5926	100	100	NA	NA	1
ENSMUSG00000000276	ENSGALG00000003131	DGKE	ENSGALP00000004941	18	6337106	6344590	ENSMUSP00000103526	Amniota	ortholog_one2one	77.305	76.3573	100	100	NA	NA	1
ENSMUSG00000048776	ENSGALG00000017295	PTHLH	ENSGALP00000048574	1	72518738	72529849	ENSMUSP00000051433	Amniota	ortholog_one2one	72	70.7865	100	50	NA	NA	1
ENSMUSG00000030761	ENSGALG00000031450	MYO7A	ENSGALP00000043512	1	193221562	193279711	ENSMUSP00000102745	Amniota	ortholog_one2one	85.237	87.6916	100	87.49	NA	NA	1
ENSMUSG00000030301	ENSGALG00000031666	CCDC91	ENSGALP00000054407	1	72655626	72839254	ENSMUSP00000032441	Amniota	ortholog_one2one	47.7376	49.0698	75	50	NA	NA	1
ENSMUSG00000072553	ENSGALG00000024428	C18H17ORF67	ENSGALP00000055136	18	6330246	6335894	ENSMUSP00000098184	Amniota	ortholog_one2one	64.4444	64.4444	100	50	NA	NA	1
ENSMUSG00000048616	ENSGALG00000003114	NOG	ENSGALP00000004907	18	6262764	6263435	ENSMUSP00000061427	Amniota	ortholog_one2one	79.7414	82.9596	100	56.53	NA	NA	1
ENSMUSG00000001666	ENSGALG00000006350	DDT	ENSGALP00000010251	15	8167613	8170047	ENSMUSP00000001716	Amniota	ortholog_one2one	68.6441	68.6441	75	71.28	NA	NA	1
ENSMUSG00000047773	ENSGALG00000003110		ENSGALP00000004901	18	6232355	6237170	ENSMUSP00000049776	Amniota	ortholog_one2one	58.3127	58.1683	100	55.58	NA	NA	1
ENSMUSG00000020553	ENSGALG00000003099	PCTP	ENSGALP00000004887	18	6095734	6104125	ENSMUSP00000020864	Amniota	ortholog_one2one	68.6916	68.6916	100	50	NA	NA	1
ENSMUSG00000030303	ENSGALG00000017291	FAR2	ENSGALP00000027893	1	72973409	73086559	ENSMUSP00000032443	Amniota	ortholog_one2one	62.3301	62.3301	50	52.52	NA	NA	1
ENSMUSG00000030304	ENSGALG00000007183	ERGIC2	ENSGALP00000011618	1	14978514	15001585	ENSMUSP00000120456	Amniota	ortholog_one2one	87.5332	87.5332	0	99.11	NA	NA	1
ENSMUSG00000027714	ENSGALG00000011884	EXOSC9	ENSGALP00000036966	4	54297692	54303109	ENSMUSP00000029269	Amniota	ortholog_one2one	75.5708	79.1866	100	89.97	NA	NA	1
ENSMUSG00000027715	ENSGALG00000011881	CCNA2	ENSGALP00000019361	4	54290252	54295395	ENSMUSP00000029270	Amniota	ortholog_one2one	64.218	68.6076	100	100	NA	NA	1
ENSMUSG00000069763	ENSGALG00000026465	TMEM100	ENSGALP00000041508	18	6082400	6088421	ENSMUSP00000090464	Amniota	ortholog_one2one	72.3881	72.3881	100	98.81	NA	NA	1
ENSMUSG00000043587	ENSGALG00000029102	PXYLP1	ENSGALP00000049018	9	6796763	6897692	ENSMUSP00000113210	Amniota	ortholog_one2one	68.125	67.7019	25	99.55	NA	NA	1
ENSMUSG00000003948	ENSGALG00000003078	MMD	ENSGALP00000004856	18	6019995	6033286	ENSMUSP00000004050	Amniota	ortholog_one2one	90.3361	89.9582	100	100	NA	NA	1
ENSMUSG00000033307	ENSGALG00000039867		ENSGALP00000047090	AADN04020175.1	1439	2998	ENSMUSP00000041149	Amniota	ortholog_one2many	68.6957	63.7097	0	NA	NA	NA	0
ENSMUSG00000033307	ENSGALG00000006326	MIF	ENSGALP00000010214	15	8134760	8136636	ENSMUSP00000041149	Amniota	ortholog_one2many	70.4348	70.4348	75	99.53	NA	NA	1
ENSMUSG00000036273	ENSGALG00000007161	LRRK2	ENSGALP00000052474	1	15008474	15072568	ENSMUSP00000052584	Amniota	ortholog_one2one	69.6478	68.8307	50	57.88	NA	NA	1
ENSMUSG00000071553	ENSGALG00000008048	CPA2	ENSGALP00000013044	1	952077	958465	ENSMUSP00000093771	Amniota	ortholog_one2one	68.5851	68.2578	100	86.42	NA	NA	1
ENSMUSG00000009092	ENSGALG00000005994	DERL3	ENSGALP00000037711	15	8054990	8059454	ENSMUSP00000009236	Amniota	ortholog_one2one	77.6316	73.444	75	56.66	NA	NA	1
ENSMUSG00000003949	ENSGALG00000003059	HLF	ENSGALP00000004823	18	5980976	6011456	ENSMUSP00000004051	Amniota	ortholog_one2one	88.4746	89.3836	100	99.01	NA	NA	1
ENSMUSG00000041765	ENSGALG00000016880	UBAC2	ENSGALP00000027219	1	144548507	144645723	ENSMUSP00000043245	Amniota	ortholog_one2many	73.913	72.6496	0	90.54	NA	NA	1
ENSMUSG00000041765	ENSGALG00000042616		ENSGALP00000043713	AADN04013390.1	3030	6664	ENSMUSP00000043245	Amniota	ortholog_one2many	20.8696	52.5547	0	NA	NA	NA	0
ENSMUSG00000050350	ENSGALG00000022750	GPR18	ENSGALP00000035739	1	144625392	144630634	ENSMUSP00000061410	Amniota	ortholog_one2one	69.4864	71.875	75	96.56	NA	NA	1
ENSMUSG00000051212	ENSGALG00000016881	GPR183	ENSGALP00000027220	1	144596844	144597920	ENSMUSP00000052404	Amniota	ortholog_one2one	66.6667	66.4804	75	98.83	NA	NA	1
ENSMUSG00000020149	ENSGALG00000031582	RAB1A	ENSGALP00000051032	3	9975365	9988442	ENSMUSP00000127330	Amniota	ortholog_one2one	99.5122	99.5122	100	100	NA	NA	1
ENSMUSG00000020546	ENSGALG00000003033	STXBP4	ENSGALP00000004791	18	5924877	5940217	ENSMUSP00000116191	Amniota	ortholog_one2one	38.2406	56.9519	100	60.86	NA	NA	1
ENSMUSG00000026600	ENSGALG00000004205	SOAT1	ENSGALP00000006680	8	6182937	6205009	ENSMUSP00000140721	Amniota	ortholog_one2one	65.7407	63.3929	100	50	NA	NA	1
ENSMUSG00000000902	ENSGALG00000005983	SMARCB1	ENSGALP00000009608	15	8043151	8053132	ENSMUSP00000000925	Amniota	ortholog_one2one	96.8831	96.6321	100	100	NA	NA	1
ENSMUSG00000044066	ENSGALG00000008787	CEP68	ENSGALP00000051670	3	9969192	9974236	ENSMUSP00000054943	Amniota	ortholog_one2one	23.4652	25.71	100	100	NA	NA	0
ENSMUSG00000071229	ENSGALG00000004963	TIMM8A	ENSGALP00000007945	4	2053963	2055198	ENSMUSP00000047497	Amniota	ortholog_one2many	71.134	73.4043	0	99.83	NA	NA	1
ENSMUSG00000027257	ENSGALG00000008231	PACSIN3	ENSGALP00000045762	5	23170347	23190317	ENSMUSP00000106981	Amniota	ortholog_one2one	69.1038	63.9738	100	79.14	NA	NA	1
ENSMUSG00000020541	ENSGALG00000003011	TOM1L1	ENSGALP00000034070	18	5886792	5907213	ENSMUSP00000103500	Amniota	ortholog_one2one	50.6297	42.6752	100	88.62	NA	NA	1
ENSMUSG00000031633	ENSGALG00000010614	SLC25A4	ENSGALP00000017250	4	39636713	39639533	ENSMUSP00000034049	Amniota	ortholog_one2one	93.2886	93.2886	100	100	NA	NA	1
ENSMUSG00000020544	ENSGALG00000027190	COX11	ENSGALP00000042956	18	5908066	5910865	ENSMUSP00000020851	Amniota	ortholog_one2one	64	71.8367	100	61.09	NA	NA	1
ENSMUSG00000025544	ENSGALG00000016878	TM9SF2	ENSGALP00000027216	1	144485158	144511518	ENSMUSP00000026624	Amniota	ortholog_one2one	89.2749	90.7834	75	98.4	NA	NA	1
ENSMUSG00000049422	ENSGALG00000028810	CHCHD10	ENSGALP00000042645	15	8014553	8015183	ENSMUSP00000151675	Amniota	ortholog_one2one	61.5942	60.7143	75	100	NA	NA	1
ENSMUSG00000000901	ENSGALG00000005968	MMP11	ENSGALP00000009583	15	8025665	8042567	ENSMUSP00000000924	Amniota	ortholog_one2one	63.4146	64.8649	100	100	NA	NA	1
ENSMUSG00000032449	ENSGALG00000005283	SLC25A36	ENSGALP00000008458	9	6763875	6794340	ENSMUSP00000082302	Amniota	ortholog_one2one	88.1029	87.5399	25	100	NA	NA	1
ENSMUSG00000101523	ENSGALG00000006197	CSNK2A1	ENSGALP00000042162	20	10136352	10158011	ENSMUSP00000140515	Tetrapoda	ortholog_one2many	96.9309	96.9309	0	98.96	NA	NA	1
ENSMUSG00000020142	ENSGALG00000008811	SLC1A4	ENSGALP00000014306	3	9933075	9956187	ENSMUSP00000105223	Amniota	ortholog_one2one	75.3759	75.5179	100	99.79	NA	NA	1
ENSMUSG00000007029	ENSGALG00000039230		ENSGALP00000052573	AADN04008583.1	83	9890	ENSMUSP00000084572	Amniota	ortholog_one2one	6.88836	33.2061	0	16.3	NA	NA	0
ENSMUSG00000026596	ENSGALG00000030357		ENSGALP00000052767	8	6219969	6252678	ENSMUSP00000027888	Amniota	ortholog_one2many	83.3333	84.9871	75	94.31	NA	NA	1
ENSMUSG00000026596	ENSGALG00000042806		ENSGALP00000048030	AADN04009030.1	1795	4172	ENSMUSP00000027888	Amniota	ortholog_one2many	20.0508	84.3416	0	NA	NA	NA	0
ENSMUSG00000012117	ENSGALG00000029909	DHDDS	ENSGALP00000046105	23	164333	173059	ENSMUSP00000116098	Amniota	ortholog_one2one	78.0781	78.0781	75	100	NA	NA	1
ENSMUSG00000030306	ENSGALG00000012956	TMTC1	ENSGALP00000021103	1	59777130	59917023	ENSMUSP00000056353	Vertebrata	ortholog_one2one	67.6221	74.8531	50	93.78	NA	NA	1
ENSMUSG00000054446	ENSGALG00000008087	CPA1	ENSGALP00000013120	1	965365	969129	ENSMUSP00000031806	Euteleostomi	ortholog_one2one	70.1671	70.1671	100	89.52	NA	NA	1
ENSMUSG00000000903	ENSGALG00000021136	VPREB3	ENSGALP00000033374	15	8003121	8003715	ENSMUSP00000000926	Amniota	ortholog_one2one	48.7805	48	50	100	NA	NA	1
ENSMUSG00000037325	ENSGALG00000011880	BBS7	ENSGALP00000019359	4	54275609	54290011	ENSMUSP00000103791	Amniota	ortholog_one2one	67.2727	79.7678	100	99.99	NA	NA	1
ENSMUSG00000056158	ENSGALG00000002993	CA10	ENSGALP00000004733	18	5218244	5378213	ENSMUSP00000103495	Sarcopterygii	ortholog_one2one	99.3902	99.3902	100	75.65	NA	NA	1
ENSMUSG00000040029	ENSGALG00000012953	IPO8	ENSGALP00000054793	1	59686745	59727927	ENSMUSP00000046759	Amniota	ortholog_one2one	84.7525	82.4663	75	99.7	NA	NA	1
ENSMUSG00000027525	ENSGALG00000035809		ENSGALP00000047551	20	7013499	7022042	ENSMUSP00000104543	Amniota	ortholog_one2many	20.7513	90.625	50	84.32	NA	NA	0
ENSMUSG00000027525	ENSGALG00000035930		ENSGALP00000055420	20	6976640	6994754	ENSMUSP00000104543	Amniota	ortholog_one2many	47.2272	65.6716	50	98.51	NA	NA	1
ENSMUSG00000018796	ENSGALG00000010628	ACSL1	ENSGALP00000053819	4	39713691	39752253	ENSMUSP00000034046	Amniota	ortholog_one2one	76.5379	76.5379	100	89.85	NA	NA	1
ENSMUSG00000032451	ENSGALG00000005286	TRIM42	ENSGALP00000008463	9	6425974	6434135	ENSMUSP00000035026	Amniota	ortholog_one2one	42.462	42.5798	75	68.1	NA	NA	1
ENSMUSG00000049800	ENSGALG00000026298	SERTAD2	ENSGALP00000041497	3	9822328	9840651	ENSMUSP00000090981	Tetrapoda	ortholog_one2one	78.3172	76.5823	100	99.9	NA	NA	1
ENSMUSG00000025545	ENSGALG00000016875	CLYBL	ENSGALP00000027213	1	144317634	144391504	ENSMUSP00000026625	Amniota	ortholog_one2one	40.5325	69.898	75	61.02	NA	NA	1
ENSMUSG00000060519	ENSGALG00000004216	TOR3A	ENSGALP00000006692	8	6258254	6262709	ENSMUSP00000078572	Amniota	ortholog_one2one	52.2078	49.6296	100	57.62	NA	NA	1
ENSMUSG00000032452	ENSGALG00000037387	CLSTN2	ENSGALP00000049662	9	6212445	6381940	ENSMUSP00000035027	Tetrapoda	ortholog_one2one	69.7723	77.8291	100	98.16	NA	NA	1
ENSMUSG00000041703	ENSGALG00000034197	ZIC5	ENSGALP00000058142	1	144294839	144296898	ENSMUSP00000035754	Amniota	ortholog_one2one	30.3859	72.4138	100	100	NA	NA	1
ENSMUSG00000049659	ENSGALG00000008828	AFTPH	ENSGALP00000053791	3	9778964	9811477	ENSMUSP00000121612	Amniota	ortholog_one2one	55.5317	58.6168	100	100	NA	NA	1
ENSMUSG00000054079	ENSGALG00000002985	UTP18	ENSGALP00000045017	18	5152628	5169680	ENSMUSP00000068103	Amniota	ortholog_one2one	52.8986	57.0312	100	71.72	NA	NA	1
ENSMUSG00000029455	ENSGALG00000004725		ENSGALP00000007511	15	6264123	6272573	ENSMUSP00000031411	Amniota	ortholog_one2one	82.659	82.659	100	98.03	NA	NA	1
ENSMUSG00000030309	ENSGALG00000030026		ENSGALP00000044224	1	59653910	59659868	ENSMUSP00000107195	Amniota	ortholog_one2many	10.4753	86.4	100	100	NA	NA	0
ENSMUSG00000030309	ENSGALG00000012947		ENSGALP00000021086	1	59669212	59682477	ENSMUSP00000107195	Amniota	ortholog_one2many	33.9476	73.0689	100	97.06	NA	NA	1
ENSMUSG00000027255	ENSGALG00000008247	ARFGAP2	ENSGALP00000055122	5	23201926	23211313	ENSMUSP00000028691	Amniota	ortholog_one2one	77.1536	76.2963	100	100	NA	NA	1
ENSMUSG00000060445	ENSGALG00000045232	SYCP2	ENSGALP00000060986	20	7026294	7051788	ENSMUSP00000079909	Vertebrata	ortholog_one2one	29.2667	30.7423	100	68.26	NA	NA	1
ENSMUSG00000040591	ENSGALG00000008255	C11orf49	ENSGALP00000046372	5	23204929	23293797	ENSMUSP00000099654	Amniota	ortholog_one2one	78.5499	78.5499	100	93.99	NA	NA	1
ENSMUSG00000061524	ENSGALG00000041083	ZIC2	ENSGALP00000054357	1	144281221	144285013	ENSMUSP00000075283	Amniota	ortholog_one2one	84.6881	93.7238	100	100	NA	NA	1
ENSMUSG00000029790	ENSGALG00000008103	CEP41	ENSGALP00000013137	1	970622	978922	ENSMUSP00000031810	Amniota	ortholog_one2one	70.2413	71.3896	100	98.79	NA	NA	1
ENSMUSG00000059474	ENSGALG00000002954	MBTD1	ENSGALP00000047940	18	5125936	5160288	ENSMUSP00000103485	Amniota	ortholog_one2one	91.9176	81.2325	75	100	NA	NA	1
ENSMUSG00000033557	ENSGALG00000004227	FAM20B	ENSGALP00000006719	8	6266341	6288366	ENSMUSP00000112534	Amniota	ortholog_one2one	93.8875	93.8875	100	100	NA	NA	1
ENSMUSG00000039985	ENSGALG00000012946	SINHCAF	ENSGALP00000042336	1	59618210	59633491	ENSMUSP00000145487	Amniota	ortholog_one2one	91.4027	90.991	100	51.07	NA	NA	1
ENSMUSG00000020231	ENSGALG00000042110		ENSGALP00000043502	7	6970351	7039655	ENSMUSP00000043710	Amniota	ortholog_one2many	11.5877	70.155	50	100	NA	NA	0
ENSMUSG00000020231	ENSGALG00000046150		ENSGALP00000062382	7	6929175	6948565	ENSMUSP00000043710	Amniota	ortholog_one2many	37.9001	91.9255	75	100	NA	NA	1
ENSMUSG00000020231	ENSGALG00000032792		ENSGALP00000048490	7	6965787	6967477	ENSMUSP00000043710	Amniota	ortholog_one2many	6.59411	87.2881	75	97.86	NA	NA	0
ENSMUSG00000033208	ENSGALG00000006217	S100B	ENSGALP00000033025	7	6920734	6923751	ENSMUSP00000047968	Amniota	ortholog_one2one	84.7826	84.7826	50	100	NA	NA	1
ENSMUSG00000007035	ENSGALG00000038188		ENSGALP00000047088	3	57630710	57633139	ENSMUSP00000007250	Euteleostomi	ortholog_one2many	63.6255	65.513	0	56.22	NA	NA	1
ENSMUSG00000007035	ENSGALG00000039745		ENSGALP00000050111	AADN04003038.1	14265	16694	ENSMUSP00000007250	Euteleostomi	ortholog_one2many	63.6255	65.513	0	NA	NA	NA	0
ENSMUSG00000049999	ENSGALG00000021220	PPP1R3D	ENSGALP00000033543	20	7060118	7061480	ENSMUSP00000061402	Amniota	ortholog_one2one	55.1971	57.4627	100	69.59	NA	NA	1
ENSMUSG00000037601	ENSGALG00000007305	NME1	ENSGALP00000011811	18	10070304	10073843	ENSMUSP00000117022	Amniota	ortholog_one2many	71.7105	71.2418	50	100	NA	NA	1
ENSMUSG00000037601	ENSGALG00000002932	NME2	ENSGALP00000055610	18	5120226	5122254	ENSMUSP00000117022	Amniota	ortholog_one2many	53.9474	36.6071	25	50	NA	NA	1
ENSMUSG00000070476	ENSGALG00000026542	FAM217B	ENSGALP00000042571	20	7061970	7067429	ENSMUSP00000091805	Amniota	ortholog_one2one	38.5013	30.2846	100	89.11	NA	NA	1
ENSMUSG00000030313	ENSGALG00000045990		ENSGALP00000060721	1	59589618	59600544	ENSMUSP00000107182	Amniota	ortholog_one2many	30.6122	93.0788	100	100	NA	NA	1
ENSMUSG00000030313	ENSGALG00000012944		ENSGALP00000021082	1	59494161	59590192	ENSMUSP00000107182	Amniota	ortholog_one2many	54.3171	87.706	75	99.53	NA	NA	1
ENSMUSG00000020859	ENSGALG00000034001	SPAG9	ENSGALP00000043540	18	10076394	10134958	ENSMUSP00000042271	Amniota	ortholog_one2one	87.6052	86.4151	75	99.83	NA	NA	1
ENSMUSG00000000305	ENSGALG00000005102	CDH4	ENSGALP00000055034	20	7546069	7840288	ENSMUSP00000000314	Amniota	ortholog_one2one	83.2421	83.9779	100	100	NA	NA	1
ENSMUSG00000001151	ENSGALG00000007021	PCNT	ENSGALP00000011342	7	7042229	7139760	ENSMUSP00000001179	Amniota	ortholog_one2one	35.1166	29.3242	50	59.61	NA	NA	1
ENSMUSG00000068250	ENSGALG00000012938	AMN1	ENSGALP00000021072	1	59452519	59473212	ENSMUSP00000107160	Amniota	ortholog_one2one	62.4031	60.5263	100	100	NA	NA	1
ENSMUSG00000039117	ENSGALG00000005121	TAF4	ENSGALP00000008211	20	7865436	7899995	ENSMUSP00000038610	Amniota	ortholog_one2one	69.8656	66.1217	100	100	NA	NA	1
ENSMUSG00000032712	ENSGALG00000045168		ENSGALP00000061897	1	59380189	59387463	ENSMUSP00000041180	Amniota	ortholog_one2one	19.8554	16.2191	75	11.92	NA	NA	0
ENSMUSG00000033126	ENSGALG00000027664	YBEY	ENSGALP00000009885	7	6872894	6875097	ENSMUSP00000045647	Amniota	ortholog_one2one	53.6585	53.6585	50	50	NA	NA	1
ENSMUSG00000001150	ENSGALG00000004363	MCM3AP	ENSGALP00000006946	7	6845929	6872806	ENSMUSP00000125960	Vertebrata	ortholog_one2one	52.3592	57.5893	75	94.67	NA	NA	1
ENSMUSG00000039108	ENSGALG00000005125	LSM14B	ENSGALP00000008218	20	7913273	7924297	ENSMUSP00000055036	Amniota	ortholog_one2one	86.4935	77.8037	100	98.99	NA	NA	1
ENSMUSG00000037573	ENSGALG00000007364	TOB1	ENSGALP00000011895	18	10170957	10172858	ENSMUSP00000036039	Amniota	ortholog_one2one	85.3591	95.0769	100	100	NA	NA	1
ENSMUSG00000044177	ENSGALG00000007367	WFIKKN2	ENSGALP00000011904	18	10189967	10193843	ENSMUSP00000053238	Amniota	ortholog_one2one	76.1821	76.3158	100	100	NA	NA	1
ENSMUSG00000094091	ENSGALG00000026189		ENSGALP00000041530	18	10204919	10208415	ENSMUSP00000153501	Amniota	ortholog_one2one	48.2759	19.4986	100	51.9	NA	NA	0
